                  id                  |              dataset_id              |            collection_id             |         created_at         |                                                                                                                                                                                                                                                                                             status                                                                                                                                                                                                                                                                                             
 6e28ca4e-f790-413b-b8de-8941229b2a81 | 95eefb4c-a0a2-47f1-b25f-ea99b2f326b5 | 100a32bf-b83a-4eed-a931-26593caecfeb | 2024-03-06 18:35:29.228644 | "{\"upload_status\": \"UPLOADED\", \"validation_status\": \"VALID\", \"cxg_status\": \"UPLOADED\", \"rds_status\": \"UPLOADED\", \"h5ad_status\": \"UPLOADED\", \"processing_status\": \"SUCCESS\", \"validation_message\": null}"
 ef2f3755-7cf8-4263-98e1-683fe987e7be | 9697b28f-acc7-4ff9-8cf5-f70b8012c1bb | 100a32bf-b83a-4eed-a931-26593caecfeb | 2024-03-06 18:43:17.281074 | "{\"upload_status\": \"UPLOADED\", \"validation_status\": \"VALID\", \"cxg_status\": \"UPLOADED\", \"rds_status\": \"UPLOADED\", \"h5ad_status\": \"UPLOADED\", \"processing_status\": \"SUCCESS\", \"validation_message\": null}"
 244679b6-3c6b-4a72-8bd9-b7eb185cbe0d | a3190b5f-d9d4-4c70-a616-005cf1f574b4 | d078e11d-480d-4b40-840b-004627c65b56 | 2024-03-06 18:42:46.04805  | "{\"upload_status\": \"UPLOADED\", \"validation_status\": \"VALID\", \"cxg_status\": \"UPLOADED\", \"rds_status\": \"UPLOADED\", \"h5ad_status\": \"UPLOADED\", \"processing_status\": \"SUCCESS\", \"validation_message\": null}"
 ac51be44-813a-45f6-89e1-b736f3d2d463 | b61c3b9c-f40c-4742-9dde-8a92dc291f32 | 06cf148f-c183-4df0-81e7-d9d1d39bc58b | 2024-03-06 18:43:05.635028 | "{\"upload_status\": \"UPLOADED\", \"validation_status\": \"VALID\", \"cxg_status\": \"UPLOADED\", \"rds_status\": \"UPLOADED\", \"h5ad_status\": \"UPLOADED\", \"processing_status\": \"SUCCESS\", \"validation_message\": null}"
 fa0d71be-678a-4033-aaaf-5fada10736c3 | bb990581-487d-4418-ae1a-4285a117f695 | e5f58829-1a66-40b5-a624-9046778e74f5 | 2021-07-18 01:36:10.326643 | "{\"_sa_instance_state\": \"<sqlalchemy.orm.state.InstanceState object at 0x10bb6b040>\", \"id\": \"a2d5626e-8cbb-452a-b5b5-020801a45dad\", \"dataset_id\": \"bb990581-487d-4418-ae1a-4285a117f695\", \"upload_progress\": \"0.0\", \"validation_status\": \"VALID\", \"rds_status\": \"UPLOADED\", \"cxg_status\": \"UPLOADED\", \"processing_status\": \"SUCCESS\", \"updated_at\": \"2022-12-20 20:52:55.488372\", \"created_at\": \"2022-12-20 20:20:50.918962\", \"upload_status\": \"UPLOADED\", \"upload_message\": null, \"validation_message\": null, \"h5ad_status\": \"UPLOADED\"}"
 50607f71-9d51-40ea-938a-fc025d893c9e | bd535797-ac8c-4bdb-beb9-0442aab5a9fe | e5f58829-1a66-40b5-a624-9046778e74f5 | 2021-07-18 01:34:30.952283 | "{\"_sa_instance_state\": \"<sqlalchemy.orm.state.InstanceState object at 0x10bba1580>\", \"id\": \"76da4f15-32db-4df0-83d7-c863afedf536\", \"dataset_id\": \"bd535797-ac8c-4bdb-beb9-0442aab5a9fe\", \"upload_progress\": \"0.0\", \"validation_status\": \"VALID\", \"rds_status\": \"UPLOADED\", \"cxg_status\": \"UPLOADED\", \"processing_status\": \"SUCCESS\", \"updated_at\": \"2022-11-30 21:37:45.092667\", \"created_at\": \"2022-11-30 21:15:36.677695\", \"upload_status\": \"UPLOADED\", \"upload_message\": null, \"validation_message\": null, \"h5ad_status\": \"UPLOADED\"}"
 18011876-b61b-4995-9f51-934cda890e82 | c2876b1b-06d8-4d96-a56b-5304f815b99a | 1ca90a2d-2943-483d-b678-b809bf464c30 | 2023-12-11 22:41:07.947397 | "{\"upload_status\": \"UPLOADED\", \"validation_status\": \"VALID\", \"cxg_status\": \"UPLOADED\", \"rds_status\": \"SKIPPED\", \"h5ad_status\": \"UPLOADED\", \"processing_status\": \"SUCCESS\", \"validation_message\": null}"
 e3e66003-b171-4ba3-bda5-f9979edb2c4a | d2d0c6de-4733-4c4f-9223-2b8356136f3e | a8c37348-882d-40a3-bec2-093d71bed1e6 | 2024-03-06 18:35:29.06402  | "{\"upload_status\": \"UPLOADED\", \"validation_status\": \"VALID\", \"cxg_status\": \"UPLOADED\", \"rds_status\": \"UPLOADED\", \"h5ad_status\": \"UPLOADED\", \"processing_status\": \"SUCCESS\", \"validation_message\": null}"
 485990e6-9c63-4d31-a839-1f41ea191733 | f116a695-3c3b-4521-952d-160cbd418d54 | 06cf148f-c183-4df0-81e7-d9d1d39bc58b | 2024-03-06 18:40:19.016532 | "{\"upload_status\": \"UPLOADED\", \"validation_status\": \"VALID\", \"cxg_status\": \"UPLOADED\", \"rds_status\": \"UPLOADED\", \"h5ad_status\": \"UPLOADED\", \"processing_status\": \"SUCCESS\", \"validation_message\": null}"
 2ed928c0-5932-4e93-9010-09c502c1827c | f9bb3c74-fcbb-45c3-a047-5b13c7a00095 | e5f58829-1a66-40b5-a624-9046778e74f5 | 2021-07-18 01:34:58.632964 | "{\"_sa_instance_state\": \"<sqlalchemy.orm.state.InstanceState object at 0x10bb5d550>\", \"id\": \"f7c7edc3-7aad-4cd2-9b2a-04bc6c23e4aa\", \"dataset_id\": \"f9bb3c74-fcbb-45c3-a047-5b13c7a00095\", \"upload_progress\": \"0.0\", \"validation_status\": \"VALID\", \"rds_status\": \"UPLOADED\", \"cxg_status\": \"UPLOADED\", \"processing_status\": \"SUCCESS\", \"updated_at\": \"2022-12-20 20:30:39.161658\", \"created_at\": \"2022-12-20 19:32:36.552623\", \"upload_status\": \"UPLOADED\", \"upload_message\": null, \"validation_message\": null, \"h5ad_status\": \"UPLOADED\"}"
 66f8b0b6-3e8d-4cf8-add0-5768c028121d | fc1c11d0-0398-4760-b00d-16b4130ece40 | e5f58829-1a66-40b5-a624-9046778e74f5 | 2021-07-18 01:34:04.158318 | "{\"_sa_instance_state\": \"<sqlalchemy.orm.state.InstanceState object at 0x10bb7d040>\", \"id\": \"b5cda932-58b3-4a7d-88f7-c861632496cc\", \"dataset_id\": \"fc1c11d0-0398-4760-b00d-16b4130ece40\", \"upload_progress\": \"0.0\", \"validation_status\": \"VALID\", \"rds_status\": \"UPLOADED\", \"cxg_status\": \"UPLOADED\", \"processing_status\": \"SUCCESS\", \"updated_at\": \"2022-12-20 20:41:36.309880\", \"created_at\": \"2022-12-20 19:59:33.220048\", \"upload_status\": \"UPLOADED\", \"upload_message\": null, \"validation_message\": null, \"h5ad_status\": \"UPLOADED\"}"
 3fc42fdd-dfa6-4d5e-8b54-03a1372e066b | fd99e0c9-d56b-476e-af11-cc7774ec8675 | a8c37348-882d-40a3-bec2-093d71bed1e6 | 2024-03-06 18:40:19.056216 | "{\"upload_status\": \"UPLOADED\", \"validation_status\": \"VALID\", \"cxg_status\": \"UPLOADED\", \"rds_status\": \"UPLOADED\", \"h5ad_status\": \"UPLOADED\", \"processing_status\": \"SUCCESS\", \"validation_message\": null}"
(22 rows)

