"Anatomical Structures, Cell Types and Biomarkers Table for Spleen v1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Marda Jorgensen; Andrea J. Radtke; Rebecca T. Beuschel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s),0000-0002-7250-3569; 0000-0003-4379-8967; 0000-0002-3882-457X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Elaine Jaffe; Stefania Pittaluga; Robert Seifert; Birte Steiniger; Clive Wasserfall; Ellen Quardokus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s),0000-0003-4632-0301; 0000-0001-7688-1439; 0000-0002-4404-8116; 0000-0002-3602-7331; 0000-0002-3522-8932; 0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"10.1111/imm.12469, 10.1186/s13059-019-1906-x, 10.1182/blood.V126.23.3594.3594, 10.1126/sciimmunol.aau6085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM772.KBNQ.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,5//6/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/3/NOTES,AS/4,AS/4/LABEL,AS/4/ID,AS/4/NOTES,AS/5,AS/5/LABEL,AS/5/ID,AS/5/NOTES,AS/6,AS/6/LABEL,AS/6/ID,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,CT/2,CT/2/LABEL,CT/2/ID,CT/3,CT/3/LABEL,CT/3/ID,"Protein Biomarkers from Antibody Based Assays (IHC, FACS)",Transcriptomics,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/5,BGene/5/LABEL,BGene/5/ID,BGene/6,BGene/6/LABEL,BGene/6/ID,BGene/7,BGene/7/LABEL,BGene/7/ID,BGene/8,BGene/8/LABEL,BGene/8/ID,BGene/9,BGene/9/LABEL,BGene/9/ID,BGene/10,BGene/10/LABEL,BGene/10/ID,BProtein/1,BProtein/1/LABEL,BProtein/1/ID,BProtein/2,BProtein/2/LABEL,BProtein/2/ID,BProtein/3,BProtein/3/LABEL,BProtein/3/ID,BProtein/4,BProtein/4/LABEL,BProtein/4/ID,BProtein/5,BProtein/5/LABEL,BProtein/5/ID,BProtein/6,BProtein/6/LABEL,BProtein/6/ID,BProtein/7,BProtein/7/LABEL,BProtein/7/ID,BProtein/8,BProtein/8/LABEL,BProtein/8/ID,BProtein/9,BProtein/9/LABEL,BProtein/9/ID,BProtein/10,BProtein/10/LABEL,BProtein/10/ID,BProtein/11,BProtein/11/LABEL,BProtein/11/ID,FTU/1,FTU/1/Label,FTU/1/ID,REF/1,REF/1/DOI,REF/1/NOTES,REF/2,REF/2/DOI,REF/2/NOTES,REF/3,REF/3/DOI,REF/3/NOTES,REF/4,REF/4/DOI,REF/4/NOTES
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp,red pulp of spleen,UBERON:0001250,,Arterial Capillary,,,,,,,,,,,Splenic endothelial cell,splenic endothelial cell,CL:2000053,,,,,,,,"CD34+, CD141+","CD34, PECAM1, VWF (General splenic vasculature endothelial cell signature, Qiu et al., 2017 DOI 10.1182/ bloodadvances.2017015073)",CD34+,CD34,HGNC:1662,PECAM1+,PECAM1,HGNC:8823,vWF+,VWF,HGNC:12726,,,,,,,,,,,,,,,,,,,,,,CD34+,CD34,HGNC:1662,CD141+,THBD,HGNC:11784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steiniger B, Stachniss V, Schwarzbach H, Barth PJ. Phenotypic differences between red pulp capillary and sinusoidal endothelia help localizing the open splenic circulation in humans. Histochem Cell Biol. 2007 Nov;128(5):391-8.",DOI: 10.1007/s00418-007-0320-8,"AS-CT, CT-B",,,,,,,"Jiajing Qiu, Mohamed E. Salama, Cing Siang Hu, Yan Li, Xiaoli Wang, Ronald Hoffman; The characteristics of vessel lining cells in normal spleens and their role in the pathobiology of myelofibrosis. Blood Adv 2018; 2 (10): 1130–1145.",DOI 10.1182/ bloodadvances.2017015073,"CT-B, Single cell transcriptomics "
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp,red pulp of spleen,UBERON:0001250,,Sheathed Capillary,,,,,,,,,,,Splenic endothelial cell,splenic endothelial cell,CL:2000053,,,,,,,,"CD31+, CD34+, CD106+, vWF+","CD34, PECAM1, VWF (General splenic vasculature endothelial cell signature, Qiu et al., 2017 DOI 10.1182/ bloodadvances.2017015073)",CD34+,CD34,HGNC:1662,PECAM1+,PECAM1,HGNC:8823,vWF+,VWF,HGNC:12726,,,,,,,,,,,,,,,,,,,,,,CD31+,PECAM1,HGNC:8823,CD34+,CD34,HGNC:1662,CD106+,VCAM1,HGNC:12663,vWF+,VWF,HGNC:12726,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkins, B., & Wright, D. (2000). Illustrated Pathology of the Spleen. Cambridge: Cambridge University Press.",DOI: 10.1017/CBO9780511545979,"AS-CT, CT-B",,,,,,,"Jiajing Qiu, Mohamed E. Salama, Cing Siang Hu, Yan Li, Xiaoli Wang, Ronald Hoffman; The characteristics of vessel lining cells in normal spleens and their role in the pathobiology of myelofibrosis. Blood Adv 2018; 2 (10): 1130–1145.",DOI 10.1182/ bloodadvances.2017015073,"CT-B, Single cell transcriptomics "
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp,red pulp of spleen,UBERON:0001250,,Sheathed Capillary,,,,,,,,,,,Splenic Pericyte,,,Added new term,,,,,,,"CD271+, Smooth Muscle Actin+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD271+,NGFR,HGNC:7809,Smooth Muscle Actin+,ACTA2,HGNC:130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steiniger BS, Ulrich C, Berthold M, Guthe M, Lobachev O (2018) Capillary networks and follicular marginal zones in human spleens. Three-dimensional models based on immunostained serial sections. PLoS ONE 13(2): e0191019.",DOI: 10.1371/journal.pone.0191019,"AS-CT, CT-B","Steiniger, B.S., Pfeffer, H., Guthe, M. et al. Exploring human splenic red pulp vasculature in virtual reality: details of sheathed capillaries and the open capillary network. Histochem Cell Biol (2020).",DOI: 10.1007/s00418-020-01924-3,"AS-CT, CT-B",,,,,,
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp,red pulp of spleen,UBERON:0001250,,Sheathed Capillary,,,,,,,,,,,Splenic Stromal Sheath Cell,,,Added new term,,,,,,,"CXCL13+, CD271++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD271++,NGFR,HGNC:7809,CXCL13+,CXCL13,HGNC:10639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steiniger, B.S. (2015), Human spleen microanatomy: why mice do not suffice. Immunology, 145: 334-346.",DOI: 10.1111/imm.12469,"AS-CT, CT-B",,,,,,,,,
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp,red pulp of spleen,UBERON:0001250,,Sheathed Capillary,,,,,,,,,,,Macrophage,splenic red pulp macrophage,CL:0000874,,,,,,,,"CD68+, CD163-, CD169-/++, CD271-","APOE, CD5L (General macrophage signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)",APOE+,APOE,HGNC:613,CD5L+,CD5L,HGNC:1690,,,,,,,,,,,,,,,,,,,,,,,,,CD68+,CD68,HGNC:1693,CD163-,CD163,HGNC:1631,CD169-/++,SIGLEC1,HGNC:11127,CD271-,NGFR,HGNC:7809,,,,,,,,,,,,,,,,,,,,,,,,,"Steiniger, B.S. (2015), Human spleen microanatomy: why mice do not suffice. Immunology, 145: 334-346.",DOI: 10.1111/imm.12469,"AS-CT, CT-B",,,,,,,"Madissoon, E., Wilbrey-Clark, A., Miragaia, R.J. et al. scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation. Genome Biol 21, 1 (2020).",DOI: 10.1186/s13059-019-1906-x,"CT-B, Single cell transcriptomics "
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp,red pulp of spleen,UBERON:0001250,,Sheathed Capillary,,,,,,,,,,,Naive B Cell,naive B Cell,CL:0000788,,,,,,,,"CD20+, IgD++","CD19, CD79A, MS4A1 (General B signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)",CD19+,CD19,HGNC:1633,CD79a+,CD79A,HGNC:1698,MS4A1+,MS4A1,HGNC:7315,,,,,,,,,,,,,,,,,,,,,,CD20+,MS4A1,HGNC:7315,IgD++,IGHD,HGNC:5480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steiniger, B.S., Seiler, A., Lampp, K. et al. B lymphocyte compartments in the human splenic red pulp: capillary sheaths and periarteriolar regions. Histochem Cell Biol 141, 507–518 (2014).",DOI: 10.1007/s00418-013-1172-z,"AS-CT, CT-B",,,,,,,"Madissoon, E., Wilbrey-Clark, A., Miragaia, R.J. et al. scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation. Genome Biol 21, 1 (2020).",DOI: 10.1186/s13059-019-1906-x,"CT-B, Single cell transcriptomics "
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp,red pulp of spleen,UBERON:0001250,,Sheathed Capillary,,,,,,,,,,,Memory-Like B Cell,memory B cell,CL:0000787,,,,,,,,"CD20+, CD27+, IgD+/-, IgM+","CD19, CD79A, MS4A1 (General B signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)",CD19+,CD19,HGNC:1633,CD79a+,CD79A,HGNC:1698,MS4A1+,MS4A1,HGNC:7315,,,,,,,,,,,,,,,,,,,,,,CD20+,MS4A1,HGNC:7315,CD27+,CD27,HGNC:11922,IgD+/-,IGHD,HGNC:5480,IgM+,IGHM,HGNC:5541,,,,,,,,,,,,,,,,,,,,,,,,,"Steiniger, B.S., Seiler, A., Lampp, K. et al. B lymphocyte compartments in the human splenic red pulp: capillary sheaths and periarteriolar regions. Histochem Cell Biol 141, 507–518 (2014).",DOI: 10.1007/s00418-013-1172-z,"AS-CT, CT-B",,,,,,,"Madissoon, E., Wilbrey-Clark, A., Miragaia, R.J. et al. scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation. Genome Biol 21, 1 (2020).",DOI: 10.1186/s13059-019-1906-x,"CT-B, Single cell transcriptomics "
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp,red pulp of spleen,UBERON:0001250,,Sheathed Capillary,,,,,,,,,,,Switched B Cell,class switched memory B cell,CL:0000972,,,,,,,,"CD20+, Ig(G/A)+","CD19, CD79A, MS4A1 (General B signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)",CD19+,CD19,HGNC:1633,CD79a+,CD79A,HGNC:1698,MS4A1+,MS4A1,HGNC:7315,,,,,,,,,,,,,,,,,,,,,,CD20+,MS4A1,HGNC:7315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steiniger, B.S., Seiler, A., Lampp, K. et al. B lymphocyte compartments in the human splenic red pulp: capillary sheaths and periarteriolar regions. Histochem Cell Biol 141, 507–518 (2014).",DOI: 10.1007/s00418-013-1172-z,"AS-CT, CT-B",,,,,,,"Madissoon, E., Wilbrey-Clark, A., Miragaia, R.J. et al. scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation. Genome Biol 21, 1 (2020).",DOI: 10.1186/s13059-019-1906-x,"CT-B, Single cell transcriptomics "
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp,red pulp of spleen,UBERON:0001250,,Splenic Sinusoid,splenic sinusoid,UBERON:0009967,,Ring Fiber,,,Added new term,,,,Reticular Cell of splenic sinusoid,,,Added new term,,,,,,,"Collagen IV, Collagen XVII, CollagenXVIII, Laminin (basement membrane)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collagen IV,COL4A1,HGNC:2202,Collagen XVII,COL17A1,HGNC:2194,Collagen XVIII,COL18A1,HGNC:2195,Laminin,LAMB1,HGNC:6486,,,,,,,,,,,,,,,,,,,,,,,,,"Galfiova, Paulina & Varga, Ivan & Kopáni, Martin & Michalka, Peter & Michalková, Jana & Jakubovský, Ján & Polák, Štefan. (2009). Some possibilities of representing microcirculation in human spleen. Biologia. 64. 1242-1246.",DOI: 10.2478/s11756-009-0193-5,"AS-CT, CT-B","Apaja-Sarkkinen M, Alavaikko M, Karttunen T, Autio-Harmainen H. Basement membrane proteins in the spleen: immunohistochemical demonstration and relation to reticulin. Histopathology. 1986 Mar;10(3):295-302. .",DOI: 10.1111/j.1365-2559.1986.tb02483.x,"AS-CT, B",,,,,,
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp,red pulp of spleen,UBERON:0001250,,Splenic Sinusoid,splenic sinusoid,UBERON:0009967,,,,,,,,,Splenic Littoral Cell,,,Added new term,,,,,,,"CD3-, CD8a+, CD14-, CD21-, CD31+, CD34-, CD45-, CD206+, FHOD1+, SIRP1a+","ACKR1, CD8A, FHOD1, PECAM1, VWF (Qiu et al., 2017 DOI 10.1182/ bloodadvances.2017015073)",ACKR1+,ACKR1,HGNC:4035,CD8a+,CD8A,HGNC:1706,FHOD1+,FHOD1,HGNC:17905,PECAM1+,PECAM1,HGNC:8823,vWF+,VWF,HGNC:12726,,,,,,,,,,,,,,,,CD3-,CD3E,HGNC:1674,CD8a+,CD8A,HGNC:1706,CD14-,CD14,HGNC:1628,CD21-,CR2,HGNC:2336,CD31+,PECAM1,HGNC:8823,CD34-,CD34,HGNC:1662,CD45-,PTPRC,HGNC:9666,CD172a+,SIRPA,HGNC:9662,CD206+,MRC1,HGNC:7228,FHOD1+,FHOD1,HGNC:17905,,,,,,,"Jiajing Qiu, Xiaoli Wang, Mohamed E Salama, Ronald Hoffman; Characterization and Isolation of Splenic Littoral Cells, a Possible Cellular Niche for Extramedullary Hematopoiesis in Myelofibrosis. Blood 2015; 126 (23): 3594. DOI: DOI: 10.1182/blood.V126.23.3594.3594",DOI: 10.1182/blood.V126.23.3594.3594,"AS-CT, CT-B","Ogembo JG, Milner DA Jr, Mansfield KG, Rodig SJ, Murphy GF, Kutok JL, Pinkus GS, Fingeroth JD. SIRP?/CD172a and FHOD1 are unique markers of littoral cells, a recently evolved major cell population of red pulp of human spleen. J Immunol. 2012 May 1;188(9):4496-505.",DOI: 10.4049/jimmunol.1103086,"AS-CT, CT-B",,,,"Jiajing Qiu, Mohamed E. Salama, Cing Siang Hu, Yan Li, Xiaoli Wang, Ronald Hoffman; The characteristics of vessel lining cells in normal spleens and their role in the pathobiology of myelofibrosis. Blood Adv 2018; 2 (10): 1130–1145.",DOI 10.1182/ bloodadvances.2017015073,"CT-B, Single cell transcriptomics "
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp,red pulp of spleen,UBERON:0001250,,Splenic Sinusoid,splenic sinusoid,UBERON:0009967,,Splenic Red Pulp Stroma,,,Added new term,,,,Splenic Red Pulp Stromal Cell,,,Added new term,,,,,,,"CD54+, CXCL12+, IL-6+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD54+,ICAM1,HGNC:5344,CXCL12+,CXCL12,HGNC:10672,IL-6+,IL6,HGNC:6018,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ellyard, J., Avery, D., Mackay, C. and Tangye, S. (2005), Contribution of stromal cells to the migration, function and retention of plasma cells in human spleen: potential roles of CXCL12, IL?6 and CD54. Eur. J. Immunol., 35: 699-708.",DOI: 10.1002/eji.200425442,"AS-CT, CT-B",,,,,,,,,
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp,red pulp of spleen,UBERON:0001250,,Splenic Vein,splenic vein,UBERON:0003713,,,,,,,,,Splenic endothelial cell,splenic endothelial cell,CL:2000053,,,,,,,,"CD34+, CD141+, CD31+","CD34, PECAM1, VWF (General splenic vasculature endothelial cell signature, Qiu et al., 2017 DOI 10.1182/ bloodadvances.2017015073)",CD34+,CD34,HGNC:1662,PECAM1+,PECAM1,HGNC:8823,vWF+,VWF,HGNC:12726,,,,,,,,,,,,,,,,,,,,,,CD34+,CD34,HGNC:1662,CD141+,THBD,HGNC:11784,CD31+,PECAM1,HGNC:8823,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steiniger B, Stachniss V, Schwarzbach H, Barth PJ. Phenotypic differences between red pulp capillary and sinusoidal endothelia help localizing the open splenic circulation in humans. Histochem Cell Biol. 2007 Nov;128(5):391-8.",DOI: 10.1007/s00418-007-0320-8,"AS-CT, CT-B",,,,,,,"Jiajing Qiu, Mohamed E. Salama, Cing Siang Hu, Yan Li, Xiaoli Wang, Ronald Hoffman; The characteristics of vessel lining cells in normal spleens and their role in the pathobiology of myelofibrosis. Blood Adv 2018; 2 (10): 1130–1145.",DOI 10.1182/ bloodadvances.2017015073,"CT-B, Single cell transcriptomics "
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp,red pulp of spleen,UBERON:0001250,,Splenic venules,,,Added new term,,,,,,,,Splenic endothelial cell,splenic endothelial cell,CL:2000053,,,,,,,,"CD34+, CD141+, CD31+, CD8a-","CD34, PECAM1, VWF (General splenic vasculature endothelial cell signature, Qiu et al., 2017 DOI 10.1182/ bloodadvances.2017015073)",CD34+,CD34,HGNC:1662,PECAM1+,PECAM1,HGNC:8823,vWF+,VWF,HGNC:12726,,,,,,,,,,,,,,,,,,,,,,CD34+,CD34,HGNC:1662,CD141+,THBD,HGNC:11784,CD31+,PECAM1,HGNC:8823,CD8-,CD8A,HGNC:1706,,,,,,,,,,,,,,,,,,,,,,,,,"Steiniger B, Stachniss V, Schwarzbach H, Barth PJ. Phenotypic differences between red pulp capillary and sinusoidal endothelia help localizing the open splenic circulation in humans. Histochem Cell Biol. 2007 Nov;128(5):391-8.",DOI: 10.1007/s00418-007-0320-8,"AS-CT, CT-B","Almenar S, Rios-Navarro C, Ortega M, Molina P, Ferrandez-Izquierdo A, Ruiz-Sauri A. Anatomy, immunohistochemistry, and numerical distribution of human splenic microvessels. Ann Anat. 2019 Jul;224:161-171.",DOI: 10.1016/j.aanat.2019.05.004,"AS-CT, CT-B",,,,"Jiajing Qiu, Mohamed E. Salama, Cing Siang Hu, Yan Li, Xiaoli Wang, Ronald Hoffman; The characteristics of vessel lining cells in normal spleens and their role in the pathobiology of myelofibrosis. Blood Adv 2018; 2 (10): 1130–1145.",DOI 10.1182/ bloodadvances.2017015073,"CT-B, Single cell transcriptomics "
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp,red pulp of spleen,UBERON:0001250,,Splenic Cord,splenic cord,UBERON:0001266,,,,,,,,,Red Pulp Macrophage,splenic red pulp macrophage,CL:0000874,,,,,,,,"CD68+, CD163+","APOE, CD5L (General macrophage signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)",APOE+,APOE,HGNC:613,CD5L+,CD5L,HGNC:1690,,,,,,,,,,,,,,,,,,,,,,,,,CD68+,CD68,HGNC:1693,CD163+,CD163,HGNC:1631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O’Malley, Dennis P., George, Tracy I., Orazi, Attilio, Abbondanzo, Susan L. “Chapter 1: General Immunology of Lymph Node and Spleen.” Benign and Reactive Conditions of the Lymph Node and Spleen, edited by Jason L. Hornick, American Registry of Pathology, 2009, pp. 1-14.",No DOI,"AS-CT, CT-B","Sietse Q. Nagelkerke, Christine W. Bruggeman, Joke M. M. den Haan, Erik P. J. Mul, Timo K. van den Berg, Robin van Bruggen, Taco W. Kuijpers; Red pulp macrophages in the human spleen are a distinct cell population with a unique expression of Fc-? receptors. Blood Adv 2018; 2 (8): 941–953.",DOI: 10.1182/bloodadvances.2017015008,"AS-CT, CT-B",,,,"Madissoon, E., Wilbrey-Clark, A., Miragaia, R.J. et al. scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation. Genome Biol 21, 1 (2020).",DOI: 10.1186/s13059-019-1906-x,"CT-B, Single cell transcriptomics "
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp,red pulp of spleen,UBERON:0001250,,Splenic Cord,splenic cord,UBERON:0001266,,,,,,,,,Hematopoetic Stem Cell,hematopoetic stem cell,CL:0000037,,,,,,,,"CD19-, CD34+, CD38-, CD45RA-, CD90+","CPA3+, HPGDS+, IGLL1+, SOX4+ (Mende et al., 2020 bioRxiv 2020.01.26.919753)",CPA3+,CPA3,HGNC:2298,HPGDS+,HPGDS,HGNC:17890,IGLL1+,IGLL1,HGNC:5870,SOX4+,SOX4,HGNC:11200,,,,,,,,,,,,,,,,,,,CD19-,CD19,HGNC:1633,CD34+,CD34,HGNC:1662,CD38-,CD38,HGNC:1667,CD45RA-,PTPRC,HGNC:9666,CD90+,THY1,HGNC:11801,,,,,,,,,,,,,,,,,,,,,,"Coppin E, Florentin J, Vasamsetti SB, Arunkumar A, Sembrat J, Rojas M, Dutta P. Splenic hematopoietic stem cells display a pre-activated phenotype. Immunol Cell Biol. 2018 Mar 11:10.1111/imcb.12035.",DOI: 10.1111/imcb.12035,"AS-CT, CT-B",,,,,,,"Mende N, Bastos HP, Santoro A, Sham K, Mahbubani KT, Curd A, Takizama H, Wilson NK, Gottgens B, Saeb-Parsy K, Laurenti E. Quantitative and molecular differences distinguish adult human medullary and extramedullary haematopoietic stem and progenitor cell landscapes. bioRxiv 2020.01.26.919753.",DOI: 10.1101/2020.01.26.919753,"CT-B, Single cell transcriptomics "
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp,red pulp of spleen,UBERON:0001250,,Splenic Cord,splenic cord,UBERON:0001266,,,,,,,,,Monocytes,"CD14-positive, CD16-low monocyte",CL:0001055,,,,,,,,"CD11b+, CD14++, CD16+/-, CD64+","CD14, FCN1, VCAN (General monocyte signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)",CD14+,CD14,HGNC:1628,FCN1+,FCN1,HGNC:3623,VCAN+,VCAN,HGNC:2464,,,,,,,,,,,,,,,,,,,,,,CD11b+,ITGAM,HGNC:6149,CD14++,CD14,HGNC:1628,CD16+/-,FCGR3A,HGNC:3619,CD64+,FCGR1A,HGNC:3613,,,,,,,,,,,,,,,,,,,,,,,,,"Sietse Q. Nagelkerke, Christine W. Bruggeman, Joke M. M. den Haan, Erik P. J. Mul, Timo K. van den Berg, Robin van Bruggen, Taco W. Kuijpers; Red pulp macrophages in the human spleen are a distinct cell population with a unique expression of Fc-? receptors. Blood Adv 2018; 2 (8): 941–953.",DOI: 10.1182/bloodadvances.2017015008,"AS-CT, CT-B",,,,,,,"Madissoon, E., Wilbrey-Clark, A., Miragaia, R.J. et al. scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation. Genome Biol 21, 1 (2020).",DOI: 10.1186/s13059-019-1906-x,"CT-B, Single cell transcriptomics "
spleen,spleen,UBERON:0002106,Splenic Pulp,spleen pulp,UBERON:1000023,Red Pulp,red pulp of spleen,UBERON:0001250,,Splenic Cord,splenic cord,UBERON:0001266,,,,,,,,,Erythrocytes,erythrocyte,CL:0000232,,,,,,,,CD235a+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD235a+,GYPA,HGNC:4702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steiniger B, Barth P, Herbst B, Hartnell A, Crocker PR. The species-specific structure of microanatomical compartments in the human spleen: strongly sialoadhesin-positive macrophages occur in the perifollicular zone, but not in the marginal zone. Immunology. 1997 Oct;92(2):307-16.",DOI: 10.1046/j.1365-2567.1997.00328.x,AS-CT,"T. R. L. Klei, J. Dalimot, B. Nota, M. Veldthuis, F. P. J. Mul, T. Rademakers, M. Hoogenboezem, S. Q. Nagelkerke, W. F. J. van IJcken, E. Oole, P. Svendsen, S. K. Moestrup, F. P. J. van Alphen, A. B. Meijer, T. W. Kuijpers, R. van Zwieten, R. van Bruggen; Hemolysis in the spleen drives erythrocyte turnover. Blood 2020; 136 (14): 1579–1589.",DOI: 10.1182/blood.2020005351,CT-B,,,,,,
