"Anatomical Structures, Cell Types and Biomarkers Table for Lymph Node v1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Names:,Marda Jorgensen; Andrea J. Radtke; Natalie Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCIDs:,0000-0002-7250-3569; 0000-0003-4379-8967; 0000-0001-6870-0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewers:,Clive Wasserfall; Elaine Jaffe; Stefania Pittaluga; Robert Seifert; Ellen Quardokus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCIDs:,0000-0002-3522-8932; 0000-0003-4632-0301; 0000-0001-7688-1439; 0000-0002-4404-8116; 0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publications:,"DOI: 10.1080/01926230600867727; Anatomy, Lymph Nodes. Iulia Bujoreanu and Vikas Gupta. 2021. https://www.ncbi.nlm.nih.gov/books/NBK557717; Tumors of the Lymph Node and Spleen. L. Jeffrey Medeiros, Dennis P. O’Malley, Nancy P. Caraway, Francisco Vega,Kojo S.J. Elenitoba-Johnson and Megan S. Lim. AFIP Atlas ofTumor Pathology. Series 4. Fascicle 25. Silver Spring, Maryland: American Registry of Pathology; 2017. ISBN 978-1933477-38-1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM437.JQVC.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,5/6/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/3/NOTES,AS/4,AS/4/LABEL,AS/4/ID,AS/4/NOTES,AS/5,AS/5/LABEL,AS/5/ID,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,"All Protein Biomarkers from Antibody Based Assays IHC, FACS",Transcriptomics/With References ,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/5,BGene/5/LABEL,BGene/5/ID,BGene/6,BGene/6/LABEL,BGene/6/ID,BGene/7,BGene/7/LABEL,BGene/7/ID,BGene/8,BGene/8/LABEL,BGene/8/ID,BGene/9,BGene/9/LABEL,BGene/9/ID,BGene/10,BGene/10/LABEL,BGene/10/ID,BGene/11,BGene/11/LABEL,BGene/11/ID,BGene/12,BGene/12/LABEL,BGene/12/ID,BGene/13,BGene/13/LABEL,BGene/13/ID,BGene/14,BGene/14/LABEL,BGene/14/ID,BGene/15,BGene/15/LABEL,BGene/15/ID,BGene/16,BGene/16/LABEL,BGene/16/ID,BGene/17,BGene/17/LABEL,BGene/17/ID,BGene/18,BGene/18/LABEL,BGene/18/ID,BGene/19,BGene/19/LABEL,BGene/19/ID,BProtein/1,BProtein/1/LABEL,BProtein/1/ID,BProtein/2,BProtein/2/LABEL,BProtein/2/ID,BProtein/3,BProtein/3/LABEL,BProtein/3/ID,BProtein/4,BProtein/4/LABEL,BProtein/4/ID,BProtein/5,BProtein/5/LABEL,BProtein/5/ID,BProtein/6,BProtein/6/LABEL,BProtein/6/ID,BProtein/7,BProtein/7/LABEL,BProtein/7/ID,BProtein/8,BProtein/8/LABEL,BProtein/8/ID,BProtein/9,BProtein/9/LABEL,BProtein/9/ID,BProtein/10,BProtein/10/LABEL,BProtein/10/ID,BProtein/11,BProtein/11/LABEL,BProtein/11/ID,BProtein/12,BProtein/12/LABEL,BProtein/12/ID,BProtein/13,BProtein/13/LABEL,BProtein/13/ID,BProtein/14,BProtein/14/LABEL,BProtein/14/ID,BProtein/15,BProtein/15/LABEL,BProtein/15/ID,BProtein/16,BProtein/16/LABEL,BProtein/16/ID,FTU,REF/1,REF/1/DOI,REF/1/NOTES,REF/2,REF/2/DOI,REF/2/NOTES,REF/3,REF/3/DOI,REF/3/NOTES
lymph node,lymph node,UBERON:0000029,Subcapsular Sinus,subcapsular sinus of lymph node,UBERON:0005463,Subcapsular sinus ceiling,subcapsular sinus ceiling,UBERON:8410071,Added to UBERON,,,,,,,,Lymphatic Endothelial Cell -Subcapsular Sinus Ceiling,lymphatic endothelial cell of subcapsular sinus ceiling,CL:0009107 ,Addied to CL,"ACKR4+, CAV1+, CD31+, CD45-, CD73+, Claudin11-, Lyve1-, MARCO-, MFAP4+, Podoplanin+, Prox-1+, TNFRSF9-","ACKR4, CAV1, NUDT4, NT5E Takeda et al., 2019; Xiang et al., 2020",ACKR4,ACKR4,HGNC:1611,CAV1,CAV1,HGNC:1527,NUDT4,NUDT4,HGNC:8051,NT5E,NT5E,HGNC:8021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACKR4+,ACKR4,HGNC:1611,CAV1+,CAV1,HGNC:1527,CD31+,PECAM1,HGNC:8823,CD45-,PTPRC,HGNC:9666,CD73+,NT5E,HGNC:8021,Claudin11-,CLDN11,HGNC:8514,Lyve1-,LYVE1,HGNC:14687,MARCO-,MARCO,HGNC:6895,MFAP4+,MFAP4,HGNC:7035,Podoplanin+,PDPN,HGNC:29602,Prox-1+,PROX1,HGNC:9459,TNFRSF9-,TNFRSF9,HGNC:11924,,,,,,,,,,,,,,"Xiang M, Grosso RA, Takeda A, Pan J, Bekkhus T, Brulois K, Dermadi D, Nordling S, Vanlandewijck M, Jalkanen S, Ulvmar MH, Butcher EC. A Single-Cell Transcriptional Roadmap of the Mouse and Human Lymph Node Lymphatic Vasculature. Front Cardiovasc Med. 2020 Apr 30;7:52. doi: 10.3389/fcvm.2020.00052. PMID: 32426372; PMCID: PMC7204639.",DOI: 10.3389/fcvm.2020.00052,"AS-CT, CT-B","Takeda A, Hollmén M, Dermadi D, Pan J, Brulois KF, Kaukonen R, Lönnberg T, Boström P, Koskivuo I, Irjala H, Miyasaka M, Salmi M, Butcher EC, Jalkanen S. Single-Cell Survey of Human Lymphatics Unveils Marked Endothelial Cell Heterogeneity and Mechanisms of Homing for Neutrophils. Immunity. 2019 Sep 17;513:561-572.e5. doi: 10.1016/j.immuni.2019.06.027. Epub 2019 Aug 8. PMID: 31402260.",DOI: 10.1016/j.immuni.2019.06.027,"AS-CT, CT, B",,,
lymph node,lymph node,UBERON:0000029,Subcapsular Sinus,subcapsular sinus of lymph node,UBERON:0005463,Subcapsular sinus floor,subcapsular sinus floor,UBERON:8410072,Added to UBERON,,,,,,,,Lymphatic Endothelial Cell-Subcapsular Sinus Floor,lymphatic endothelial cell of subcapsular sinus floor,CL:0009108,Addied to CL,"ACKR4-, CAV1-, CD9+, CD31+, CD45-, CD73+, Claudin 11-, ICAM1+, Lyve1-, MARCO-, MFAP4-, PDL1+, Podoplanin+, Prox-1+, TNFRSF9+","CCL20, CXCL1, CXCL5, DARC, LYZ, MARCO, TNFRSF9,THY1 Takeda et al., 2019; Xiang et al., 2020",CCL20,CCL20,HGNC:10619,CXCL1,CXCL1,HGNC:4602,CXCL5,CXCL5,HGNC:10642,DARC,ACKR1,HGNC:4035,LYZ,LYZ,HGNC:6740,MARCO,MARCO,HGNC:6895,TNFRSF9,TNFRSF9,HGNC:11924,THY1,THY1,HGNC:11801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACKR4-,ACKR4,HGNC:1611,CAV1-,CAV1,HGNC:1527,CD9+,CD9,HGNC:1709,CD31+,PECAM1,HGNC:8823,CD45-,PTPRC,HGNC:9666,CD73+,NT5E,HGNC:8021,Claudin 11-,CLDN11,HGNC:8514,ICAM-1+,ICAM1,HGNC:5344,Lyve1-,LYVE1,HGNC:14687,MARCO-,MARCO,HGNC:6895,MFAP4-,MFAP4,HGNC:7035,PDL1+,CD274,HGNC:17635,Podoplanin+,PDPN,HGNC:29602,Prox-1+,PROX1,HGNC:9459,TNFRSF9+,TNFRSF9,HGNC:11924,,,,,"Xiang M, Grosso RA, Takeda A, Pan J, Bekkhus T, Brulois K, Dermadi D, Nordling S, Vanlandewijck M, Jalkanen S, Ulvmar MH, Butcher EC. A Single-Cell Transcriptional Roadmap of the Mouse and Human Lymph Node Lymphatic Vasculature. Front Cardiovasc Med. 2020 Apr 30;7:52. doi: 10.3389/fcvm.2020.00052. PMID: 32426372; PMCID: PMC7204639.",DOI: 10.3389/fcvm.2020.00052,"AS-CT, CT-B","Takeda A, Hollmén M, Dermadi D, Pan J, Brulois KF, Kaukonen R, Lönnberg T, Boström P, Koskivuo I, Irjala H, Miyasaka M, Salmi M, Butcher EC, Jalkanen S. Single-Cell Survey of Human Lymphatics Unveils Marked Endothelial Cell Heterogeneity and Mechanisms of Homing for Neutrophils. Immunity. 2019 Sep 17;513:561-572.e5. doi: 10.1016/j.immuni.2019.06.027. Epub 2019 Aug 8. PMID: 31402260.",DOI: 10.1016/j.immuni.2019.06.027,"AS-CT, CT, B",,,
lymph node,lymph node,UBERON:0000029,Subcapsular Sinus,subcapsular sinus of lymph node,UBERON:0005463,Trabecular sinus,trabecular sinus of lymph node,UBERON:8410032,,,,,,,,,Lymphatic Endothelial Cell-Trabeculae,lymphatic endothelial cell of trabecula,CL:0009109,Addied to CL,"ACKR4+, CAV1+, CD31+, CD45-, CD73+, Claudin 11-, Lyve-1+, MARCO-, MFAP4+, Podoplanin+, Prox-1+, TNFRSF9-","ACKR4, LYVE1, MFAP4, NT5E Takeda et al., 2019; Xiang et al., 2020",ACKR4,ACKR4,HGNC:1611,LYVE1,LYVE1,HGNC:14687,MFAP4,MFAP4,HGNC:7035,NT5E,NT5E,HGNC:8021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACKR4+,ACKR4,HGNC:1611,CAV1+,CAV1,HGNC:1527,CD31+,PECAM1,HGNC:8253,CD45-,PTPRC,HGNC:9666,CD73+,NT5E,HGNC:8021,Claudin 11-,CLDN11,HGNC:8514,Lyve-1+,LYVE1,HGNC:14687,MARCO-,MARCO,HGNC:6895,MFAP4+,MFAP4,HGNC:7035,Podoplanin+,PDPN,HGNC:29602,Prox-1+,PROX1,HGNC:9459,TNFRSF9-,TNFRSF9,HGNC:11924,,,,,,,,,,,,,,"Xiang M, Grosso RA, Takeda A, Pan J, Bekkhus T, Brulois K, Dermadi D, Nordling S, Vanlandewijck M, Jalkanen S, Ulvmar MH, Butcher EC. A Single-Cell Transcriptional Roadmap of the Mouse and Human Lymph Node Lymphatic Vasculature. Front Cardiovasc Med. 2020 Apr 30;7:52. doi: 10.3389/fcvm.2020.00052. PMID: 32426372; PMCID: PMC7204639.",DOI: 10.3389/fcvm.2020.00052,"AS-CT, CT-B","Takeda A, Hollmén M, Dermadi D, Pan J, Brulois KF, Kaukonen R, Lönnberg T, Boström P, Koskivuo I, Irjala H, Miyasaka M, Salmi M, Butcher EC, Jalkanen S. Single-Cell Survey of Human Lymphatics Unveils Marked Endothelial Cell Heterogeneity and Mechanisms of Homing for Neutrophils. Immunity. 2019 Sep 17;513:561-572.e5. doi: 10.1016/j.immuni.2019.06.027. Epub 2019 Aug 8. PMID: 31402260.",DOI: 10.1016/j.immuni.2019.06.027,"AS-CT, CT, B",,,
lymph node,lymph node,UBERON:0000029,Cortex,cortex of lymph node,UBERON:0002006,Venule,venule of lymph node,UBERON:8410041,,,,,,,,,Blood Vessel Endothelial Cell,blood vessel endothelial cell,CL:0000071,,"CD31+, CD34+, CD105+, CD144+, Flt1+, Podoplanin-, PROX-1-","CAV1, CCL14, CD34, CD74, CD209, CD300LG, DARC, EMCN, ESAM, ICAM1, JAM2, HLA-DRA, HLA-DRB1, HLA-DPA1, HLA-DPB1, MARCO, PLVAP, PVRL2, SPARCL1, PECAM1 inferred general signature from Takeda 2020",CAV1,CAV1,HGNC:1527,CCL14,CCL14,HGNC:10612,CD34,CD34,HGNC:1662,CD74,CD74,HGNC:1697,CD209,CD209,HGNC:1641,CD300LG,CD300LG,HGNC:30455,DARC,ACKR1,HGNC:4035,EMCN,EMCN,HGNC:16041,ESAM,ESAM,HGNC:17474,ICAM1,ICAM1,HGNC:5344,JAM2,JAM2,HGNC:14686,HLA-DRA,HLA-DRA,HGNC:4947,HLA-DRB1,HLA-DRB1,HGNC:4948,HLA-DPA1,HLA-DPA1,HGNC:4938,HLA-DPB1,HLA-DPB1,HGNC:4940,MARCO,MARCO,HGNC: 6895,PLVAP,PLVAP,HGNC:13635,PVRL2,NECTIN2,HGNC:9707,SPARCL1,SPARCL1,HGNC:11220,CD31+,PECAM1,HGNC:8823,CD34+,CD34,HGNC:1662,CD31+,PECAM1,HGNC:8823,CD144+,CDH5,HGNC:1764,Flt1+,FLT1,HGNC:3763,Podoplanin-,PDPN,HGNC:29602,PROX-1-,PROX1,HGNC:9459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Park SM, Angel CE, McIntosh JD, Mansell C, Chen CJ, Cebon J, Dunbar PR. Mapping the distinctive populations of lymphatic endothelial cells in different zones of human lymph nodes. PLoS One. 2014 Apr 14;94:e94781. doi: 10.1371/journal.pone.0094781. Erratum in: PLoS One. 2014;98:e106814. Mansell, Claudia M [corrected to Mansell, Claudia J]. PMID: 24733110; PMCID: PMC3986404.",DOI: 10.1371/journal.pone.0094781,"CT,B","Pusztaszeri MP, Seelentag W, Bosman FT. Immunohistochemical expression of endothelial markers CD31, CD34, von Willebrand factor, and Fli-1 in normal human tissues. J Histochem Cytochem. 2006 Apr;544:385-95. doi: 10.1369/jhc.4A6514.2005. Epub 2005 Oct 18. PMID: 16234507.",DOI: 10.1369/jhc.4A6514.2005,"AS-CT,CT,B",,,
lymph node,lymph node,UBERON:0000029,Cortex,cortex of lymph node,UBERON:0002006,Arteriole,arteriole of lymph node,UBERON:8410042,,,,,,,,,Blood Vessel Endothelial Cell,blood vessel endothelial cell,CL:0000071,,"CD31+, CD34+, CD105+, CD144+, Flt1+, Podoplanin-, PROX-1-","CAV1, CCL14, CD34, CD74, CD209, CD300LG, DARC, EMCN, ESAM, ICAM1, JAM2, HLA-DRA, HLA-DRB1, HLA-DPA1, HLA-DPB1, MARCO, PLVAP, PVRL2, SPARCL1, PECAM1 inferred general signature from Takeda 2020",CAV1,CAV1,HGNC:1527,CCL14,CCL14,HGNC:10612,CD34,CD34,HGNC:1662,CD74,CD74,HGNC:1697,CD209,CD209,HGNC:1641,CD300LG,CD300LG,HGNC:30455,DARC,ACKR1,HGNC:4035,EMCN,EMCN,HGNC:16041,ESAM,ESAM,HGNC:17474,ICAM1,ICAM1,HGNC:5344,JAM2,JAM2,HGNC:14686,HLA-DRA,HLA-DRA,HGNC:4947,HLA-DRB1,HLA-DRB1,HGNC:4948,HLA-DPA1,HLA-DPA1,HGNC:4938,HLA-DPB1,HLA-DPB1,HGNC:4940,MARCO,MARCO,HGNC: 6895,PLVAP,PLVAP,HGNC:13635,PVRL2,NECTIN2,HGNC:9707,SPARCL1,SPARCL1,HGNC:11220,CD31+,PECAM1,HGNC:8823,CD34+,CD34,HGNC:1662,CD105+,"ENG, endoglin",HGNC:3349,CD144+,CDH5,HGNC:1764,Flt1+,FLT1,HGNC:3763,Podoplanin-,PDPN,HGNC:29602,PROX-1-,PROX1,HGNC:9459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Park SM, Angel CE, McIntosh JD, Mansell C, Chen CJ, Cebon J, Dunbar PR. Mapping the distinctive populations of lymphatic endothelial cells in different zones of human lymph nodes. PLoS One. 2014 Apr 14;94:e94781. doi: 10.1371/journal.pone.0094781. Erratum in: PLoS One. 2014;98:e106814. Mansell, Claudia M [corrected to Mansell, Claudia J]. PMID: 24733110; PMCID: PMC3986404.",DOI: 10.1371/journal.pone.0094781,"CT,B","Pusztaszeri MP, Seelentag W, Bosman FT. Immunohistochemical expression of endothelial markers CD31, CD34, von Willebrand factor, and Fli-1 in normal human tissues. J Histochem Cytochem. 2006 Apr;544:385-95. doi: 10.1369/jhc.4A6514.2005. Epub 2005 Oct 18. PMID: 16234507.",DOI: 10.1369/jhc.4A6514.2005,"AS-CT,CT,B",,,
lymph node,lymph node,UBERON:0000029,Cortex,cortex of lymph node,UBERON:0002006,Primary Follicle,lymph node primary follicle,UBERON:0010395,,,,,,,,,Follicular Dendritic Cell,follicular dendritic cell,CL:0000442,,"CD21+, CD32+, CD35+, CXCL13+, HLA-DR+, ICAM-1, Podoplanin+, VCAM-1+","CR2, CXCL13, FCGRB, MADCAM1, MFGE8, VCAM1 Predicted from mouse-Rodda et al., 2018",CR2,CR2,HGNC:2336,CXCL13,CXCL13,HGNC:10639,FCGRB,FCGR1B,HGNC:3614,MADCAM1,MADCAM1,HGNC:6765,MFGE8,MFGE8,HGNC:7036,VCAM1,VCAM1,HGNC:12663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD21+,CR2,HGNC:2336,CD32+,FCGR2B,HGNC:3618,CD35+,CR1,HGNC:2334,CXCL13+,CXCL13,HGNC:10639,HLA-DR+,CD74,HGNC:1697,ICAM-1,ICAM1,HGNC:5344,Podoplanin+,PDPN,HGNC:29602,VCAM-1+,VCAM1,HGNC:12663,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen CD, Cyster JG. Follicular dendritic cell networks of primary follicles and germinal centers: phenotype and function. Semin Immunol. 2008 Feb;201:14-25. doi: 10.1016/j.smim.2007.12.001. Epub 2008 Feb 7. PMID: 18261920; PMCID: PMC236679",DOI: 10.1016/j.smim.2007.12.001,"CT,B","Marsee DK, Pinkus GS, Hornick JL. Podoplanin D2-40 is a highly effective marker of follicular dendritic cells. Appl Immunohistochem Mol Morphol. 2009 Mar;172:102-7. doi: 10.1097/PAI.0b013e318183a8e2. PMID: 18838918.",DOI: 10.1097/PAI.0b013e318183a8e2,"CT, B","Link A, Hardie DL, Favre S, Britschgi MR, Adams DH, Sixt M, Cyster JG, Buckley CD, Luther SA. Association of T-zone reticular networks and conduits with ectopic lymphoid tissues in mice and humans. Am J Pathol. 2011 Apr;1784:1662-75. doi: 10.1016/j.ajpath.2010.12.039. PMID: 21435450; PMCID: PMC3070229.",DOI: 10.1016/j.ajpath.2010.12.039,"AS-CT,CT,B"
lymph node,lymph node,UBERON:0000029,Cortex,cortex of lymph node,UBERON:0002006,Primary Follicle,lymph node primary follicle,UBERON:0010395,,,,,,,,,Naive B Cell,naive B cell,CL:0000788,,"BCL2+, CD1c+, CD10-, CD20+, CD21+, CD23+, CD27-, CD38+, CD45RA+, HLA-DR+, IgD+, IgM+","CD19, MS4A1, IGHD, FCER2, HLA-DRA, SELL James et al., 2020",CD19,CD19,HGNC:1633,MS4A1,MS4A1,HGNC:7315,IGHD,IGHD,HGNC:5480,FCER2,FCER2,HGNC:3612,HLA-DRA,HLA-DRA,HGNC:4947,SELL,SELL,HGNC:10720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCL2+,BCL2,HGNC:990,CD1c+,CD1C,HGNC:1636,CD10-,MME,HGNC:7154,CD20+,MS4A1,HGNC:7315,CD21+,CR2,HGNC:2336,CD23+,FCER2,HGNC:3612,CD27-,CD27,HGNC:11922,CD38+,CD38,HGNC:1667,CD45RA+,PTPRC,HGNC:9666,HLA-DR+,CD74,HGNC:1697,IgD+,IGHD,HGNC:5480,IgM+,FCAMR,HGNC:24692,,,,,,,,,,,,,,"Hsu SM, Jaffe ES. Phenotypic expression of B-lymphocytes. 2. Immunoglobulin expression of germinal center cells. Am J Pathol. 1984 Mar;1143:396-402. PMID: 6364822; PMCID: PMC1900414.",NO DOI,B,"Tumors of the Lymph Node and Spleen. L. Jeffrey Medeiros, Dennis P. O’Malley, Nancy P. Caraway, Francisco Vega,Kojo S.J. Elenitoba-Johnson and Megan S. Lim. AFIP Atlas ofTumor Pathology. Series 4. Fascicle 25. Silver Spring, Maryland: American Registry of Pathology; 2017. 1086 pages.ISBN 978-1933477-38-1.",No DOI,AS-CT,,,
lymph node,lymph node,UBERON:0000029,Cortex,cortex of lymph node,UBERON:0002006,Primary Follicle,lymph node primary follicle,UBERON:0010395,,,,,,,,,Memory B Cell,memory B cell,CL:0000787,,"CD19+, CD20+, CD27+, CD45RO+, CD79a+, HLA-DR+","CD19, MS4A1, HLA-DRA James et al., 2020",CD19,CD19,HGNC:1633,MS4A1,MS4A1,HGNC:7315,HLA-DRA,HLA-DRA,HGNC:4947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD19+,CD19,HGNC:1633,CD20+,MS4A1,HGNC:7315,CD27+,CD27,HGNC:11922,CD45RO+,PTPRC,HGNC:9666,CD79a+,CD79A,HGNC:1698,HLA-DR+,CD74,HGNC:1697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hsu SM, Jaffe ES. Phenotypic expression of B-lymphocytes. 2. Immunoglobulin expression of germinal center cells. Am J Pathol. 1984 Mar;1143:396-402. PMID: 6364822; PMCID: PMC1900414.",NO DOI,B,"Tumors of the Lymph Node and Spleen. L. Jeffrey Medeiros, Dennis P. O’Malley, Nancy P. Caraway, Francisco Vega,Kojo S.J. Elenitoba-Johnson and Megan S. Lim. AFIP Atlas ofTumor Pathology. Series 4. Fascicle 25. Silver Spring, Maryland: American Registry of Pathology; 2017. 1086 pages.ISBN 978-1933477-38-1.",No DOI,AS-CT,,,
lymph node,lymph node,UBERON:0000029,Cortex,cortex of lymph node,UBERON:0002006,Primary Follicle,lymph node primary follicle,UBERON:0010395,,,,,,,,,Macrophage,macrophage,CL:0000235,,"CD11b+, CD68+, CD169+","CD4, CD14, HLA-DRA, ITGAX General macrophage signature from James et al., 2020; Predicted: CD68, SIGLEC1",CD4,CD4,HGNC:1678,CD14,CD14,HGNC:1628,HLA-DRA,HLA-DRA,HGNC:4947,ITGAX,ITGAX,HGNC:6152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD11b+,ITGAM,HGNC:6149,CD68+,CD68,HGNC:1693,CD169+,SIGLEC1,HGNC:11127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Komohara Y, Ohnishi K, Takeya M. Possible functions of CD169-positive sinus macrophages in lymph nodes in anti-tumor immune responses. Cancer Sci. 2017 Mar;1083:290-295. doi: 10.1111/cas.13137. Epub 2017 Mar 7. PMID: 28002629; PMCID: PMC5378284.",DOI: 10.1111/cas.13137,"AS,CT,B",,,,,,
lymph node,lymph node,UBERON:0000029,Cortex,cortex of lymph node,UBERON:0002006,Secondary Follicle,lymph node secondary follicle,UBERON:0010753,,Germinal Center,lymph node germinal center,UBERON:0009039,,Light Zone,lymph node germinal center light zone,UBERON:8410052,Follicular Dendritic Cell,follicular dendritic cell,CL:0000442,,"CD21+, CD23+, CD32+, CD35+, CXCL13+, HLA-DR+, ICAM-1+, Podoplanin+, VCAM-1+","CR2, CXCL13, FCER2A, FCGRB, MADCAM1, MFGE8, VCAM1 Predicted from mouse-Rodda et al., 2018",CR2,CR2,HGNC:2336,CXCL13,CXCL13,HGNC:10639,FCER2A,FCER2,HGNC:3612,FCGRB,FCGR1B,HGNC:3614,MADCAM1,MADCAM1,HGNC:6765,MFGE8,MFGE8,HGNC:7036,VCAM1,VCAM1,HGNC:12663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD21+,CR2,HGNC:2336,CD23+,FCER2,HGNC:3612,CD32+,FCGR2B,HGNC:3618,CD35+,CR1,HGNC:2334,CXCL13+,CXCL13,HGNC:10639,HLA-DR+,CD74,HGNC:1697,ICAM-1+,ICAM1,HGNC:5344,Podoplanin+,PDPN,HGNC:29602,VCAM-1+,VCAM1,HGNC:12663,,,,,,,,,,,,,,,,,,,,,,1,"Allen CD, Cyster JG. Follicular dendritic cell networks of primary follicles and germinal centers: phenotype and function. Semin Immunol. 2008 Feb;201:14-25. doi: 10.1016/j.smim.2007.12.001. Epub 2008 Feb 7. PMID: 18261920; PMCID: PMC236679",DOI: 10.1016/j.smim.2007.12.001,"CT,B","Marsee DK, Pinkus GS, Hornick JL. Podoplanin D2-40 is a highly effective marker of follicular dendritic cells. Appl Immunohistochem Mol Morphol. 2009 Mar;172:102-7. doi: 10.1097/PAI.0b013e318183a8e2. PMID: 18838918.",DOI: 10.1097/PAI.0b013e318183a8e2,"CT,B","Link A, Hardie DL, Favre S, Britschgi MR, Adams DH, Sixt M, Cyster JG, Buckley CD, Luther SA. Association of T-zone reticular networks and conduits with ectopic lymphoid tissues in mice and humans. Am J Pathol. 2011 Apr;1784:1662-75. doi: 10.1016/j.ajpath.2010.12.039. PMID: 21435450; PMCID: PMC3070229.",DOI: 10.1016/j.ajpath.2010.12.039,"AS-CT,CT,B"
