"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        `get_collection_version_from_canonical` retrieves the unpublished version connected
        to the canonical collection, if no published version is available
        ","6","test_get_collection_version_from_canonical_unpublished_ok","tests.unit.backend.layers.business","Thu Apr 17 14:03:32 GMT 2025","passed","Thu Apr 17 14:03:32 GMT 2025","TestCollectionOperations","test_business","",""
"","1","test_type_inference[parameters35]","tests.unit.processing","Thu Apr 17 14:05:36 GMT 2025","passed","Thu Apr 17 14:05:36 GMT 2025","","test_type_conversion_utils","",""
"","6","test__get_status__200_for_non_owned_dataset_as_super_curator","tests.unit.backend.layers.api","Thu Apr 17 14:03:30 GMT 2025","passed","Thu Apr 17 14:03:30 GMT 2025","TestDatasetCurators","test_portal_api","",""
"","0","test__link__INVALID[protocol-https://]","tests.unit.backend.layers.common","Thu Apr 17 14:03:33 GMT 2025","passed","Thu Apr 17 14:03:33 GMT 2025","","test_validation","",""
"","0","test_type_inference[parameters29]","tests.unit.processing","Thu Apr 17 14:05:36 GMT 2025","passed","Thu Apr 17 14:05:36 GMT 2025","","test_type_conversion_utils","",""
"","39","test_value_of_unknown_secret_raises_exception","tests.unit.backend.layers.utils","Thu Apr 17 14:03:40 GMT 2025","passed","Thu Apr 17 14:03:40 GMT 2025","TestAwsSecret","test_aws_secret","",""
"
        Given a canonical collection with a published version and no unpublished versions,
        creating an unpublished collection version where is_auto_verison is True will succeed.
        ","14","test_create_collection_version_is_auto_version_succeeds","tests.unit.backend.layers.business","Thu Apr 17 14:03:32 GMT 2025","passed","Thu Apr 17 14:03:32 GMT 2025","TestCollectionOperations","test_business","",""
"","0","test__link__OK[protocol-http://somewhere.org/path/?abcd=123]","tests.unit.backend.layers.common","Thu Apr 17 14:03:33 GMT 2025","passed","Thu Apr 17 14:03:33 GMT 2025","","test_validation","",""
"","1","test_get_spatial_metadata__is_single_true_and_no_library_id","tests.unit.processing","Thu Apr 17 14:05:28 GMT 2025","passed","Thu Apr 17 14:05:28 GMT 2025","TestAddLabels","test_extract_metadata","",""
"","7","test_delete_dataset_in_private_collection__ok","tests.unit.backend.layers.business","Thu Apr 17 14:03:31 GMT 2025","passed","Thu Apr 17 14:03:31 GMT 2025","TestDeleteDataset","test_business","",""
"
        Test restoring a previous version of a collection
        ","21","test__restore_previous_collection_version","tests.unit.backend.layers.business","Thu Apr 17 14:03:32 GMT 2025","passed","Thu Apr 17 14:03:32 GMT 2025","TestCollectionUtilities","test_business","",""
"","12","test_update_metadata__with_atac_fragment","tests.unit.processing","Thu Apr 17 14:05:27 GMT 2025","passed","Thu Apr 17 14:05:27 GMT 2025","TestUpdateMetadataHandler","test_dataset_metadata_update","",""
"
        Trying to publish a dataset belonging to a different collection raises a 404
        ","5","test__dataset_not_in_collection__404","tests.unit.backend.layers.api","Thu Apr 17 14:03:30 GMT 2025","passed","Thu Apr 17 14:03:30 GMT 2025","TestCollectionPutUploadLink","test_portal_api","",""
"","1","test_delete_artifacts_delete_no_artifacts","tests.unit.backend.layers.business","Thu Apr 17 14:03:31 GMT 2025","passed","Thu Apr 17 14:03:31 GMT 2025","TestDeleteDataset","test_business","",""
"","8","test_delete_private_collection_version__ok","tests.unit.backend.layers.api","Thu Apr 17 14:03:29 GMT 2025","passed","Thu Apr 17 14:03:29 GMT 2025","TestCollectionDeletion","test_portal_api","",""
"","0","test__format_citation","tests.unit.backend.common","Thu Apr 17 14:03:41 GMT 2025","passed","Thu Apr 17 14:03:41 GMT 2025","TestCitation","test_citation","",""
"","9","test_trigger_dataset_artifact_update__error_if_published","tests.unit.backend.layers.business","Thu Apr 17 14:03:32 GMT 2025","passed","Thu Apr 17 14:03:32 GMT 2025","TestDatasetArtifactMetadataUpdates","test_business","",""
"","15","test_revision_restoring_previously_published_dataset","tests.unit.backend.layers.business","Thu Apr 17 14:03:32 GMT 2025","passed","Thu Apr 17 14:03:32 GMT 2025","TestSetPreviousDatasetVersion","test_business","",""
"
        The check for changes in Crossref returns None if there is no change between the existing DOI and the
        DOI returned from Crossref.
        ","17","test_update_crossref_metadata_same_doi_returns_none_ok","tests.unit.backend.layers.business","Thu Apr 17 14:03:32 GMT 2025","passed","Thu Apr 17 14:03:32 GMT 2025","TestCollectionOperations","test_business","",""
"","3","test_rollback_private_dataset[False]","tests.unit.processing","Thu Apr 17 14:05:35 GMT 2025","passed","Thu Apr 17 14:05:35 GMT 2025","","test_rollback","",""
"","11","test__set_collection_version_datasets_order__OK","tests.unit.backend.layers.api","Thu Apr 17 14:03:29 GMT 2025","passed","Thu Apr 17 14:03:29 GMT 2025","TestUpdateCollection","test_portal_api","",""
"","1","test_migration_event_does_not_trigger_slack","tests.unit.processing","Thu Apr 17 14:05:30 GMT 2025","passed","Thu Apr 17 14:05:30 GMT 2025","","test_handle_error","",""
"","0","test__link__INVALID[raw_data-google]","tests.unit.backend.layers.common","Thu Apr 17 14:03:32 GMT 2025","passed","Thu Apr 17 14:03:32 GMT 2025","","test_validation","",""
"","0","test_anndata_validation_success[{""anndata"": ""https://example.com/dataset.h5ad"", ""atac_fragments"": ""s3://bucket/fragments.tsv.gz""}]","tests.unit.backend.common","Thu Apr 17 14:03:41 GMT 2025","passed","Thu Apr 17 14:03:41 GMT 2025","","test_manifest","",""
"","5","test__get_public_collection_verify_consortia_sorted__OK_2","tests.unit.backend.layers.api","Thu Apr 17 14:03:25 GMT 2025","passed","Thu Apr 17 14:03:25 GMT 2025","TestGetCollectionID","test_curation_api","",""
"","8","test__generate_s3_credentials__Not_Private","tests.unit.backend.layers.api","Thu Apr 17 14:03:25 GMT 2025","passed","Thu Apr 17 14:03:25 GMT 2025","TestS3Credentials","test_curation_api","",""
"","5","test_post_datasets_nonexistent_collection_403","tests.unit.backend.layers.api","Thu Apr 17 14:03:28 GMT 2025","passed","Thu Apr 17 14:03:28 GMT 2025","TestPostDataset","test_curation_api","",""
"
        Calling PUT /datasets/:dataset_id should fail with 403 Unauthorized
        if trying to upload to a published collection
        ","11","test__from_link__Not_Public","tests.unit.backend.layers.api","Thu Apr 17 14:03:28 GMT 2025","passed","Thu Apr 17 14:03:28 GMT 2025","TestPutManifestATAC","test_curation_api","",""
"","150","test__to_cxg__simple_anndata_with_corpora_and_sparse","tests.unit.processing","Thu Apr 17 14:05:29 GMT 2025","passed","Thu Apr 17 14:05:29 GMT 2025","TestH5ADDataFile","test_h5ad_data_file","",""
"
        A collection version should be updated when using `update_collection`
        ","6","test_update_collection_ok","tests.unit.backend.layers.business","Thu Apr 17 14:03:31 GMT 2025","passed","Thu Apr 17 14:03:31 GMT 2025","TestUpdateCollection","test_business","",""
"A cellxgene public dataset url can be used to ingest a new dataset version.","13","test_reingest_published_anndata_dataset","tests.unit.backend.layers.business","Thu Apr 17 14:03:31 GMT 2025","passed","Thu Apr 17 14:03:31 GMT 2025","TestUpdateCollectionDatasets","test_business","",""
"","7","test__post_revision__no_auth","tests.unit.backend.layers.api","Thu Apr 17 14:03:28 GMT 2025","passed","Thu Apr 17 14:03:28 GMT 2025","TestPostRevision","test_curation_api","",""
"","1","test_type_inference[parameters74]","tests.unit.processing","Thu Apr 17 14:05:36 GMT 2025","passed","Thu Apr 17 14:05:36 GMT 2025","","test_type_conversion_utils","",""
"","15","test_patch_revision_dataset_owner_202","tests.unit.backend.layers.api","Thu Apr 17 14:03:26 GMT 2025","passed","Thu Apr 17 14:03:26 GMT 2025","TestPatchDataset","test_curation_api","",""
"","322","test__single_dimension__returns_all_dimension_and_terms","tests.unit.backend.wmg","Thu Apr 17 14:04:36 GMT 2025","passed","Thu Apr 17 14:04:36 GMT 2025","QueryPrimaryFilterDimensionsTest","test_query","",""
"","1","test_anndata_validation_failure[{""atac_fragments"": ""https://example.com/fragments.tsv.gz""}]","tests.unit.backend.common","Thu Apr 17 14:03:41 GMT 2025","passed","Thu Apr 17 14:03:41 GMT 2025","","test_manifest","",""
"","1","test_delete_artifacts_with_no_match","tests.unit.backend.layers.business","Thu Apr 17 14:03:31 GMT 2025","passed","Thu Apr 17 14:03:31 GMT 2025","TestDeleteDataset","test_business","",""
"","1","test__provider_unescapes_journal_correctly","tests.unit.backend.common","Thu Apr 17 14:03:41 GMT 2025","passed","Thu Apr 17 14:03:41 GMT 2025","TestCrossrefProvider","test_crossref_provider","",""
"","0","test__link__INVALID[raw_data-.com]","tests.unit.backend.layers.common","Thu Apr 17 14:03:32 GMT 2025","passed","Thu Apr 17 14:03:32 GMT 2025","","test_validation","",""
"","0","test__link__INVALID[other-google]","tests.unit.backend.layers.common","Thu Apr 17 14:03:33 GMT 2025","passed","Thu Apr 17 14:03:33 GMT 2025","","test_validation","",""
"","24","test_get_collection_version_ok","tests.unit.backend.layers.api","Thu Apr 17 14:03:26 GMT 2025","passed","Thu Apr 17 14:03:26 GMT 2025","TestGetCollectionVersionID","test_curation_api","",""
"","0","test__link__INVALID[lab_website-google.com]","tests.unit.backend.layers.common","Thu Apr 17 14:03:33 GMT 2025","passed","Thu Apr 17 14:03:33 GMT 2025","","test_validation","",""
"","5","test__get_dataset_asset__asset_NOT_FOUND","tests.unit.backend.layers.api","Thu Apr 17 14:03:30 GMT 2025","passed","Thu Apr 17 14:03:30 GMT 2025","TestDataset","test_portal_api","",""
"","0","test__release_only_misformatted_version__returns_false","tests.unit.backend.layers.utils","Thu Apr 17 14:03:40 GMT 2025","passed","Thu Apr 17 14:03:40 GMT 2025","TestSemvarUtils","test_semvar_utils","",""
"","3","test__get_all_user_datasets_for_index_requires_auth","tests.unit.backend.layers.api","Thu Apr 17 14:03:30 GMT 2025","passed","Thu Apr 17 14:03:30 GMT 2025","TestDataset","test_portal_api","",""
"","14","test__delete_uploaded_dataset__ok","tests.unit.backend.layers.api","Thu Apr 17 14:03:29 GMT 2025","passed","Thu Apr 17 14:03:29 GMT 2025","TestDataset","test_portal_api","",""
"","15","test_when_item_is_not_in_config_not_in_env_we_raise","tests.unit.backend.layers.utils","Thu Apr 17 14:03:40 GMT 2025","passed","Thu Apr 17 14:03:40 GMT 2025","TestSecretConfig","test_secret_config","",""
"","1","test_type_inference[parameters72]","tests.unit.processing","Thu Apr 17 14:05:36 GMT 2025","passed","Thu Apr 17 14:05:36 GMT 2025","","test_type_conversion_utils","",""
"","10","test__convert_uns_to_cxg_group","tests.unit.processing","Thu Apr 17 14:05:36 GMT 2025","passed","Thu Apr 17 14:05:36 GMT 2025","","test_spatial_assets_utils","",""
"","0","test__link__INVALID[other-://]","tests.unit.backend.layers.common","Thu Apr 17 14:03:33 GMT 2025","passed","Thu Apr 17 14:03:33 GMT 2025","","test_validation","",""
"","0","test_type_inference[parameters10]","tests.unit.processing","Thu Apr 17 14:05:36 GMT 2025","passed","Thu Apr 17 14:05:36 GMT 2025","","test_type_conversion_utils","",""
"","296","test_delete_from_s3_raises_error_for_missing_dataset_id","tests.unit.backend.layers.utils","Thu Apr 17 14:03:33 GMT 2025","passed","Thu Apr 17 14:03:33 GMT 2025","TestDeleteManyFromS3","test_aws","",""
"","0","test_remove_duplicate_dataset_assets","tests.unit.backend.common","Thu Apr 17 14:03:41 GMT 2025","passed","Thu Apr 17 14:03:41 GMT 2025","","test_common","",""
"
    Test case for verifying the required metadata is present
    ","1","test__valid_input_metadata_copy","tests.unit.processing","Thu Apr 17 14:05:36 GMT 2025","passed","Thu Apr 17 14:05:36 GMT 2025","","test_spatial_assets_utils","",""
"","274","test__filter_request_with_filter_dims__returns_valid_filter_dims","tests.unit.backend.wmg.api","Thu Apr 17 14:03:18 GMT 2025","passed","Thu Apr 17 14:03:18 GMT 2025","WmgApiV2Tests","test_v2","",""
"","0","test_type_inference[parameters64]","tests.unit.processing","Thu Apr 17 14:05:36 GMT 2025","passed","Thu Apr 17 14:05:36 GMT 2025","","test_type_conversion_utils","",""
"","0","test_filter_issues_with_blocking_issues","tests.unit.scripts","Thu Apr 17 14:03:43 GMT 2025","passed","Thu Apr 17 14:03:43 GMT 2025","TestFilterIssues","test_zenhub_close","",""
"","0","test_remove_duplicate_dataset_assets_no_duplicates","tests.unit.backend.common","Thu Apr 17 14:03:41 GMT 2025","passed","Thu Apr 17 14:03:41 GMT 2025","","test_common","",""
"","1","test_type_inference[parameters33]","tests.unit.processing","Thu Apr 17 14:05:36 GMT 2025","passed","Thu Apr 17 14:05:36 GMT 2025","","test_type_conversion_utils","",""
"","4","test__post_collection_adds_publisher_metadata","tests.unit.backend.layers.api","Thu Apr 17 14:03:29 GMT 2025","passed","Thu Apr 17 14:03:29 GMT 2025","TestCollection","test_portal_api","",""
"
        Given a canonical collection with a published version and an unpublished version where is_auto_version is True,
        creating another unpublished collection version where is_auto_version is True will fail.
        ","16","test_create_collection_version_multiple_auto_versions_true_fails","tests.unit.backend.layers.business","Thu Apr 17 14:03:32 GMT 2025","passed","Thu Apr 17 14:03:32 GMT 2025","TestCollectionOperations","test_business","",""
"
        Call process download using an s3 uri
        ","4","test_download_from_s3_uri","tests.unit.processing","Thu Apr 17 14:05:30 GMT 2025","passed","Thu Apr 17 14:05:30 GMT 2025","TestProcessDownload","test_process_validate_h5ad","",""
"","6","test__get_manifest_by_dataset_version_id_fails","tests.unit.backend.layers.api","Thu Apr 17 14:03:28 GMT 2025","passed","Thu Apr 17 14:03:28 GMT 2025","TestGetDatasetManifest","test_curation_api","",""
"
        Calling PUT /datasets/:dataset_id should succeed if a valid link is uploaded by the owner of the collection or
        a super curator
        ","44","test__new_from_link__OK","tests.unit.backend.layers.api","Thu Apr 17 14:03:28 GMT 2025","passed","Thu Apr 17 14:03:28 GMT 2025","TestPutManifest","test_curation_api","",""
"","0","test_invalid_email[email@.]","tests.unit.backend.layers.common","Thu Apr 17 14:03:33 GMT 2025","passed","Thu Apr 17 14:03:33 GMT 2025","","test_validation","",""
"","0","test_get_wmg_snapshot_rel_path","tests.unit.backend.wmg.data","Thu Apr 17 14:03:46 GMT 2025","passed","Thu Apr 17 14:03:46 GMT 2025","","test_snapshot","",""
"
        `get_collections` with is_published=True should not return versions that were previously
        published but have a new version
        ","16","test_get_all_collections_published_does_not_retrieve_old_versions","tests.unit.backend.layers.business","Thu Apr 17 14:03:32 GMT 2025","passed","Thu Apr 17 14:03:32 GMT 2025","TestCollectionOperations","test_business","",""
"","9","test_patch_private_collection_dataset_super_202","tests.unit.backend.layers.api","Thu Apr 17 14:03:26 GMT 2025","passed","Thu Apr 17 14:03:26 GMT 2025","TestPatchDataset","test_curation_api","",""
"","12","test_update_metadata","tests.unit.processing","Thu Apr 17 14:05:27 GMT 2025","passed","Thu Apr 17 14:05:27 GMT 2025","TestUpdateMetadataHandler","test_dataset_metadata_update","",""
"","1","test_with_revision","tests.unit.processing.schema_migration","Thu Apr 17 14:05:25 GMT 2025","passed","Thu Apr 17 14:05:25 GMT 2025","TestGatherCollections","test_gather_collections","",""
"","20","test__get_unbpublished_revision__OK","tests.unit.backend.layers.api","Thu Apr 17 14:03:25 GMT 2025","passed","Thu Apr 17 14:03:25 GMT 2025","TestGetCollectionID","test_curation_api","",""
"","6","test_get_collection_with_no_datasets","tests.unit.backend.layers.api","Thu Apr 17 14:03:25 GMT 2025","passed","Thu Apr 17 14:03:25 GMT 2025","TestGetCollectionID","test_curation_api","",""
"","1","test_non_migration_event_triggers_slack","tests.unit.processing","Thu Apr 17 14:05:30 GMT 2025","passed","Thu Apr 17 14:05:30 GMT 2025","","test_handle_error","",""
"
        The dataset validation message can be updated using `update_dataset_status`
        ","3","test_update_dataset_status_validation_message_ok","tests.unit.backend.layers.business","Thu Apr 17 14:03:32 GMT 2025","passed","Thu Apr 17 14:03:32 GMT 2025","TestUpdateDataset","test_business","",""
"","1","test_type_inference[parameters43]","tests.unit.processing","Thu Apr 17 14:05:36 GMT 2025","passed","Thu Apr 17 14:05:36 GMT 2025","","test_type_conversion_utils","",""
"","4","test__post_collection_normalizes_doi","tests.unit.backend.layers.api","Thu Apr 17 14:03:29 GMT 2025","passed","Thu Apr 17 14:03:29 GMT 2025","TestCollection","test_portal_api","",""
"
        GET /collections/:collection_id returns 403 if an invalid is specified
        ","3","test__get_collection_id__403_not_found","tests.unit.backend.layers.api","Thu Apr 17 14:03:29 GMT 2025","passed","Thu Apr 17 14:03:29 GMT 2025","TestCollection","test_portal_api","",""
"","8","test_from_uri","tests.unit.backend.layers.utils","Thu Apr 17 14:03:40 GMT 2025","passed","Thu Apr 17 14:03:40 GMT 2025","TestRegisteredSources","test_uri","",""
"","1","test_with_published","tests.unit.processing.schema_migration","Thu Apr 17 14:05:26 GMT 2025","passed","Thu Apr 17 14:05:26 GMT 2025","TestGatherCollections","test_gather_collections","",""
"
        `get_collection_versions_from_canonical` can be used to retrieve all the versions
        for a canonical collection, whether those are published, active or neither
        ","27","test_get_collection_versions_for_canonical_ok","tests.unit.backend.layers.business","Thu Apr 17 14:03:32 GMT 2025","passed","Thu Apr 17 14:03:32 GMT 2025","TestCollectionOperations","test_business","",""
"","1","test_close_ready_for_prod_no_issues","tests.unit.scripts","Thu Apr 17 14:03:43 GMT 2025","passed","Thu Apr 17 14:03:43 GMT 2025","TestCloseReadyForProd","test_zenhub_close","",""
"","2","test__delete_key__401","tests.unit.backend.layers.auth","Thu Apr 17 14:03:30 GMT 2025","passed","Thu Apr 17 14:03:30 GMT 2025","TestKeys","test_auth_keys","",""
"","1","test_rollback[rollback_args4]","tests.unit.processing","Thu Apr 17 14:05:35 GMT 2025","passed","Thu Apr 17 14:05:35 GMT 2025","","test_rollback","",""
"","5","test__link__202","tests.unit.backend.layers.api","Thu Apr 17 14:03:30 GMT 2025","passed","Thu Apr 17 14:03:30 GMT 2025","TestCollectionPostUploadLink","test_portal_api","",""
"","5","test__generate_s3_credentials__by_collection_version_id","tests.unit.backend.layers.api","Thu Apr 17 14:03:25 GMT 2025","passed","Thu Apr 17 14:03:25 GMT 2025","TestS3Credentials","test_curation_api","",""
"
    Test upload assets to S3 when the upload fails
    ","1","test__upload_assets_failure","tests.unit.processing","Thu Apr 17 14:05:36 GMT 2025","passed","Thu Apr 17 14:05:36 GMT 2025","","test_spatial_assets_utils","",""
"","1","test_type_inference[parameters19]","tests.unit.processing","Thu Apr 17 14:05:36 GMT 2025","passed","Thu Apr 17 14:05:36 GMT 2025","","test_type_conversion_utils","",""
"
        Publishing a collection with updated metadata should succeed, but not update revised_at
        ","17","test_publish_version_with_updated_metadata_ok","tests.unit.backend.layers.business","Thu Apr 17 14:03:32 GMT 2025","passed","Thu Apr 17 14:03:32 GMT 2025","TestCollectionOperations","test_business","",""
"A cellxgene public dataset url used for reingesting an h5ad must be an h5ad","9","test_reingest_published_anndata_dataset__not_h5ad","tests.unit.backend.layers.business","Thu Apr 17 14:03:31 GMT 2025","passed","Thu Apr 17 14:03:31 GMT 2025","TestUpdateCollectionDatasets","test_business","",""
"","5","test__regenerate_key__201","tests.unit.backend.layers.auth","Thu Apr 17 14:03:30 GMT 2025","passed","Thu Apr 17 14:03:30 GMT 2025","TestKeys","test_auth_keys","",""
"
        Successfully calls GeneChecker if called with only a name parameter
        ","4","test_gene_checker_call","tests.unit.backend.layers.api","Thu Apr 17 14:03:28 GMT 2025","passed","Thu Apr 17 14:03:28 GMT 2025","GeneInfoAPIv1Tests","test_gene_info","",""
"","9","test_update_raw_h5ad","tests.unit.processing","Thu Apr 17 14:05:27 GMT 2025","passed","Thu Apr 17 14:05:27 GMT 2025","TestDatasetMetadataUpdaterWorker","test_dataset_metadata_update","",""
"
        A collection version can be deleted using `delete_collection_version`
        ","17","test_delete_collection_version_ok","tests.unit.backend.layers.business","Thu Apr 17 14:03:32 GMT 2025","passed","Thu Apr 17 14:03:32 GMT 2025","TestCollectionOperations","test_business","",""
"","11","test__get_collection_with_dataset_failing_validation","tests.unit.backend.layers.api","Thu Apr 17 14:03:25 GMT 2025","passed","Thu Apr 17 14:03:25 GMT 2025","TestGetCollectionID","test_curation_api","",""
"","50","test_get_dataset_shape","tests.unit.backend.layers.api","Thu Apr 17 14:03:26 GMT 2025","passed","Thu Apr 17 14:03:26 GMT 2025","TestGetDatasets","test_curation_api","",""
"","12112","test__markers_returns_200_and_correct_response","tests.unit.backend.wmg.api","Thu Apr 17 14:03:18 GMT 2025","passed","Thu Apr 17 14:03:30 GMT 2025","WmgApiV2Tests","test_v2","",""
"
        Replacing a dataset that belongs to a published collection should fail
        ","10","test_replace_dataset_in_published_collection_fail","tests.unit.backend.layers.business","Thu Apr 17 14:03:31 GMT 2025","passed","Thu Apr 17 14:03:31 GMT 2025","TestUpdateCollectionDatasets","test_business","",""
"A cellxgene public dataset url cannot be used to create a new canonical dataset.","10","test_ingest_published_atac_dataset_in_new_dataset__not_allowed","tests.unit.backend.layers.business","Thu Apr 17 14:03:31 GMT 2025","passed","Thu Apr 17 14:03:31 GMT 2025","TestUpdateCollectionDatasets","test_business","",""
"","1","test_type_inference[parameters66]","tests.unit.processing","Thu Apr 17 14:05:36 GMT 2025","passed","Thu Apr 17 14:05:36 GMT 2025","","test_type_conversion_utils","",""
"
        A dataset can be removed from a collection version using `delete_dataset`. This should delete the dataset.
        ","7","test_remove_dataset_from_unpublished_collection_ok","tests.unit.backend.layers.business","Thu Apr 17 14:03:31 GMT 2025","passed","Thu Apr 17 14:03:31 GMT 2025","TestUpdateCollectionDatasets","test_business","",""
"","1","test_delete_artifacts_delete_cxg","tests.unit.backend.layers.business","Thu Apr 17 14:03:31 GMT 2025","passed","Thu Apr 17 14:03:31 GMT 2025","TestDeleteDataset","test_business","",""
"","2","test__provider_parses_authors_and_dates_correctly","tests.unit.backend.common","Thu Apr 17 14:03:41 GMT 2025","passed","Thu Apr 17 14:03:41 GMT 2025","TestCrossrefProvider","test_crossref_provider","",""
"
        Calling PUT /datasets/:dataset_id on an existing dataset_id should succeed if a valid link is uploaded by the
        owner of the collection or a super curator
        ","45","test__existing_from_link__OK","tests.unit.backend.layers.api","Thu Apr 17 14:03:28 GMT 2025","passed","Thu Apr 17 14:03:28 GMT 2025","TestPutManifestATAC","test_curation_api","",""
"","5","test__get_dataset_asset__OK","tests.unit.backend.layers.api","Thu Apr 17 14:03:30 GMT 2025","passed","Thu Apr 17 14:03:30 GMT 2025","TestDataset","test_portal_api","",""
"","4","test__oversized__413","tests.unit.backend.layers.api","Thu Apr 17 14:03:30 GMT 2025","passed","Thu Apr 17 14:03:30 GMT 2025","TestCollectionPostUploadLink","test_portal_api","",""
"Run method when revision is skipped via do_not_publish_list.","1","test_run_pos__do_not_publish_list","tests.unit.processing.schema_migration","Thu Apr 17 14:05:26 GMT 2025","passed","Thu Apr 17 14:05:26 GMT 2025","TestPublishRevisions","test_publish_revisions","",""
"","5","test__create_collection__InvalidParameters","tests.unit.backend.layers.api","Thu Apr 17 14:03:25 GMT 2025","passed","Thu Apr 17 14:03:25 GMT 2025","TestPostCollection","test_curation_api","",""
