
[                                        ] | 0% Completed | 1.15 ms
[####                                    ] | 11% Completed | 10.41 s
[#####                                   ] | 12% Completed | 10.51 s
[#####                                   ] | 14% Completed | 10.61 s
[######                                  ] | 15% Completed | 10.71 s
[######                                  ] | 16% Completed | 10.82 s
[#######                                 ] | 18% Completed | 10.93 s
[#######                                 ] | 18% Completed | 11.03 s
[########                                ] | 20% Completed | 11.13 s
[########                                ] | 21% Completed | 11.23 s
[#########                               ] | 23% Completed | 11.33 s
[#########                               ] | 24% Completed | 11.43 s
[##########                              ] | 26% Completed | 11.53 s
[##########                              ] | 27% Completed | 11.63 s
[###########                             ] | 29% Completed | 11.73 s
[############                            ] | 30% Completed | 11.83 s
[############                            ] | 31% Completed | 11.94 s
[#############                           ] | 33% Completed | 12.04 s
[#############                           ] | 34% Completed | 12.14 s
[##############                          ] | 35% Completed | 12.24 s
[##############                          ] | 37% Completed | 12.34 s
[###############                         ] | 38% Completed | 12.44 s
[################                        ] | 40% Completed | 12.54 s
[################                        ] | 41% Completed | 12.64 s
[#################                       ] | 42% Completed | 12.74 s
[#################                       ] | 44% Completed | 12.84 s
[##################                      ] | 45% Completed | 12.94 s
[##################                      ] | 46% Completed | 13.05 s
[###################                     ] | 47% Completed | 13.15 s
[###################                     ] | 49% Completed | 13.25 s
[####################                    ] | 50% Completed | 13.35 s
[####################                    ] | 52% Completed | 13.45 s
[#####################                   ] | 53% Completed | 13.55 s
[######################                  ] | 55% Completed | 13.65 s
[######################                  ] | 55% Completed | 13.75 s
[#######################                 ] | 57% Completed | 13.85 s
[#######################                 ] | 58% Completed | 13.95 s
[########################                ] | 60% Completed | 14.05 s
[########################                ] | 61% Completed | 14.15 s
[#########################               ] | 63% Completed | 14.26 s
[#########################               ] | 64% Completed | 14.36 s
[##########################              ] | 65% Completed | 14.46 s
[##########################              ] | 67% Completed | 14.56 s
[###########################             ] | 68% Completed | 14.66 s
[############################            ] | 70% Completed | 14.76 s
[############################            ] | 71% Completed | 14.86 s
[#############################           ] | 72% Completed | 14.97 s
[#############################           ] | 73% Completed | 15.07 s
[##############################          ] | 75% Completed | 15.17 s
[##############################          ] | 76% Completed | 15.27 s
[###############################         ] | 78% Completed | 15.37 s
[###############################         ] | 79% Completed | 15.47 s
[################################        ] | 80% Completed | 15.57 s
[################################        ] | 82% Completed | 15.67 s
[#################################       ] | 83% Completed | 15.77 s
[#################################       ] | 84% Completed | 15.88 s
[##################################      ] | 86% Completed | 15.98 s
[###################################     ] | 87% Completed | 16.08 s
[###################################     ] | 89% Completed | 16.18 s
[####################################    ] | 90% Completed | 16.28 s
[####################################    ] | 91% Completed | 16.39 s
[#####################################   ] | 93% Completed | 16.49 s
[#####################################   ] | 94% Completed | 16.59 s
[######################################  ] | 96% Completed | 16.69 s
[####################################### ] | 97% Completed | 16.79 s
[####################################### ] | 99% Completed | 16.89 s
[########################################] | 100% Completed | 16.99 s

[                                        ] | 0% Completed | 325.61 us
[                                        ] | 1% Completed | 105.74 ms
[#                                       ] | 4% Completed | 205.99 ms
[##                                      ] | 5% Completed | 306.17 ms
[##                                      ] | 7% Completed | 406.87 ms
[###                                     ] | 9% Completed | 513.12 ms
[####                                    ] | 11% Completed | 616.40 ms
[#####                                   ] | 13% Completed | 716.66 ms
[######                                  ] | 15% Completed | 816.92 ms
[#######                                 ] | 17% Completed | 917.40 ms
[########                                ] | 20% Completed | 1.02 s
[#########                               ] | 22% Completed | 1.12 s
[#########                               ] | 24% Completed | 1.22 s
[##########                              ] | 26% Completed | 1.32 s
[###########                             ] | 29% Completed | 1.42 s
[############                            ] | 31% Completed | 1.52 s
[#############                           ] | 33% Completed | 1.62 s
[##############                          ] | 35% Completed | 1.73 s
[###############                         ] | 38% Completed | 1.83 s
[################                        ] | 40% Completed | 1.93 s
[#################                       ] | 42% Completed | 2.03 s
[##################                      ] | 45% Completed | 2.13 s
[##################                      ] | 47% Completed | 2.23 s
[####################                    ] | 50% Completed | 2.33 s
[####################                    ] | 51% Completed | 2.44 s
[#####################                   ] | 54% Completed | 2.54 s
[######################                  ] | 56% Completed | 2.64 s
[#######################                 ] | 59% Completed | 2.74 s
[########################                ] | 61% Completed | 2.84 s
[#########################               ] | 63% Completed | 2.94 s
[##########################              ] | 65% Completed | 3.05 s
[###########################             ] | 68% Completed | 3.15 s
[############################            ] | 70% Completed | 3.25 s
[#############################           ] | 72% Completed | 3.36 s
[#############################           ] | 74% Completed | 3.46 s
[##############################          ] | 77% Completed | 3.56 s
[###############################         ] | 79% Completed | 3.66 s
[################################        ] | 81% Completed | 3.76 s
[#################################       ] | 83% Completed | 3.86 s
[##################################      ] | 85% Completed | 3.96 s
[###################################     ] | 87% Completed | 4.06 s
[####################################    ] | 90% Completed | 4.16 s
[#####################################   ] | 92% Completed | 4.26 s
[######################################  ] | 95% Completed | 4.36 s
[######################################  ] | 97% Completed | 4.47 s
[####################################### ] | 99% Completed | 4.57 s
[########################################] | 100% Completed | 4.67 s

[                                        ] | 0% Completed | 218.10 us
[#                                       ] | 3% Completed | 105.67 ms
[##                                      ] | 6% Completed | 205.92 ms
[###                                     ] | 9% Completed | 306.15 ms
[####                                    ] | 12% Completed | 406.38 ms
[######                                  ] | 15% Completed | 507.51 ms
[#######                                 ] | 18% Completed | 611.12 ms
[########                                ] | 21% Completed | 715.15 ms
[#########                               ] | 24% Completed | 816.19 ms
[###########                             ] | 28% Completed | 918.81 ms
[############                            ] | 31% Completed | 1.02 s
[#############                           ] | 34% Completed | 1.12 s
[##############                          ] | 37% Completed | 1.22 s
[################                        ] | 41% Completed | 1.32 s
[#################                       ] | 44% Completed | 1.42 s
[##################                      ] | 47% Completed | 1.52 s
[###################                     ] | 49% Completed | 1.62 s
[#####################                   ] | 53% Completed | 1.72 s
[######################                  ] | 56% Completed | 1.82 s
[#######################                 ] | 59% Completed | 1.92 s
[#########################               ] | 62% Completed | 2.02 s
[##########################              ] | 65% Completed | 2.13 s
[###########################             ] | 69% Completed | 2.23 s
[#############################           ] | 72% Completed | 2.33 s
[##############################          ] | 75% Completed | 2.43 s
[###############################         ] | 78% Completed | 2.53 s
[#################################       ] | 82% Completed | 2.63 s
[##################################      ] | 85% Completed | 2.73 s
[###################################     ] | 88% Completed | 2.83 s
[####################################    ] | 91% Completed | 2.94 s
[#####################################   ] | 94% Completed | 3.04 s
[######################################  ] | 97% Completed | 3.14 s
[########################################] | 100% Completed | 3.24 s
