"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Positive test case for run method.","1","test_run_pos","tests.unit.processing.schema_migration","Thu Nov 21 19:52:40 GMT 2024","passed","Thu Nov 21 19:52:40 GMT 2024","TestPublishRevisions","test_publish_revisions","",""
"
        When publishing a collection version, is_auto_version should be set to False
        ","13","test_publish_version_sets_is_auto_version_False","tests.unit.backend.layers.business","Thu Nov 21 19:51:10 GMT 2024","passed","Thu Nov 21 19:51:10 GMT 2024","TestCollectionOperations","test_business","",""
"","0","test_rollback__unsupported_rollback_type","tests.unit.processing","Thu Nov 21 19:53:31 GMT 2024","passed","Thu Nov 21 19:53:31 GMT 2024","","test_rollback","",""
"","2","test_create_migration_revision__private","tests.unit.processing.schema_migration","Thu Nov 21 19:52:40 GMT 2024","passed","Thu Nov 21 19:52:40 GMT 2024","TestCollectionMigrate","test_collection_migrate","",""
"","1","test_get_spatial_metadata__is_single_and_fullres_true","tests.unit.processing","Thu Nov 21 19:52:42 GMT 2024","passed","Thu Nov 21 19:52:42 GMT 2024","TestProcessingValidate","test_extract_metadata","",""
"
        Publishing a collection with updated metadata should succeed, but not update revised_at
        ","13","test_publish_version_with_updated_metadata_ok","tests.unit.backend.layers.business","Thu Nov 21 19:51:11 GMT 2024","passed","Thu Nov 21 19:51:11 GMT 2024","TestCollectionOperations","test_business","",""
"","3","test__post_collection_rejects_two_dois","tests.unit.backend.layers.api","Thu Nov 21 19:51:08 GMT 2024","passed","Thu Nov 21 19:51:08 GMT 2024","TestCollection","test_portal_api","",""
"Verify the test collection exists and the expected fields exist.","25","test__get_collection_id__ok","tests.unit.backend.layers.api","Thu Nov 21 19:51:08 GMT 2024","passed","Thu Nov 21 19:51:08 GMT 2024","TestCollection","test_portal_api","",""
"","29","test_delete_collection_revision__ok","tests.unit.backend.layers.api","Thu Nov 21 19:51:08 GMT 2024","passed","Thu Nov 21 19:51:08 GMT 2024","TestCollectionDeletion","test_portal_api","",""
"","32","test_init_of_existing_secret_retrieves_secret_metadata","tests.unit.backend.layers.utils","Thu Nov 21 19:51:14 GMT 2024","passed","Thu Nov 21 19:51:14 GMT 2024","TestAwsSecret","test_aws_secret","",""
"","0","test_estimate_resource_requirements_positive[adata0-memory_settings0-expected0]","tests.unit.processing","Thu Nov 21 19:53:29 GMT 2024","passed","Thu Nov 21 19:53:29 GMT 2024","","test_process_download","",""
"
        `update_collection` should support partial updates: if only a subset of the fields are specified,
        the previous field should not be modified
        ","5","test_update_collection_partial_ok","tests.unit.backend.layers.business","Thu Nov 21 19:51:09 GMT 2024","passed","Thu Nov 21 19:51:09 GMT 2024","TestUpdateCollection","test_business","",""
"
        Start a revision of a collection with links.
        ","22","test__start_revision_of_a_collection_w_links__201","tests.unit.backend.layers.api","Thu Nov 21 19:51:09 GMT 2024","passed","Thu Nov 21 19:51:09 GMT 2024","TestRevision","test_portal_api","",""
"","16","test_get_wmg_snapshot_fullpath[None]","tests.unit.backend.wmg.data","Thu Nov 21 19:51:02 GMT 2024","passed","Thu Nov 21 19:51:02 GMT 2024","","test_snapshot","",""
"","6","test_delete_collection_version__already_deleted__403","tests.unit.backend.layers.api","Thu Nov 21 19:51:08 GMT 2024","passed","Thu Nov 21 19:51:08 GMT 2024","TestCollectionDeletion","test_portal_api","",""
"","10","test__update_collection__links_None_does_not_remove_publisher_metadata","tests.unit.backend.layers.api","Thu Nov 21 19:51:05 GMT 2024","passed","Thu Nov 21 19:51:05 GMT 2024","TestPatchCollectionID","test_curation_api","",""
"
        Tests that the path we use for writing the snapshot is the versioned path.

        NOTE: Ideally, we would want this to be a true test of the cube pipeline that actually runs the pipeline,
        mocks the S3 upload, and then verifies that the API reads are pulling from the correct mocked S3 files.
        This way, we're testing the high-level functionality of the cube pipeline and the API calls directly.
        Since our testing infra doesn't currently support S3 mocks well, the past of least resistance is to test
        the lower level functions that WMG uses to figure out where to write and read snapshots from.
        ","1","test_versioned_s3_paths","tests.unit.wmg_processing","Thu Nov 21 19:51:00 GMT 2024","passed","Thu Nov 21 19:51:00 GMT 2024","TestCubePipe","test_cube_pipeline","",""
"","2","test_create_migration_revision__published_no_revision","tests.unit.processing.schema_migration","Thu Nov 21 19:52:40 GMT 2024","passed","Thu Nov 21 19:52:40 GMT 2024","TestCollectionMigrate","test_collection_migrate","",""
"","1","test_type_inference[parameters86]","tests.unit.processing","Thu Nov 21 19:53:32 GMT 2024","passed","Thu Nov 21 19:53:32 GMT 2024","","test_type_conversion_utils","",""
"","1","test_rollback[rollback_args2]","tests.unit.processing","Thu Nov 21 19:53:31 GMT 2024","passed","Thu Nov 21 19:53:31 GMT 2024","","test_rollback","",""
"
        Delete a collection under revision.
        ","35","test__revision_deleted__204","tests.unit.backend.layers.api","Thu Nov 21 19:51:09 GMT 2024","passed","Thu Nov 21 19:51:09 GMT 2024","TestDeleteRevision","test_portal_api","",""
"","1","test__is_matrix_sparse__partially_populated_sparse_matrix_returns_true","tests.unit.processing","Thu Nov 21 19:53:29 GMT 2024","passed","Thu Nov 21 19:53:29 GMT 2024","TestMatrixUtils","test_matrix_utils","",""
"","1","test_type_inference[parameters60]","tests.unit.processing","Thu Nov 21 19:53:32 GMT 2024","passed","Thu Nov 21 19:53:32 GMT 2024","","test_type_conversion_utils","",""
"
        A collection updated with a new DOI and containing datasets should trigger artifact updates to update citation
        for each dataset
        ","22","test_update_collection_change_doi__trigger_dataset_artifact_updates","tests.unit.backend.layers.business","Thu Nov 21 19:51:09 GMT 2024","passed","Thu Nov 21 19:51:09 GMT 2024","TestUpdateCollection","test_business","",""
"","13","test_when_item_is_not_in_config_not_in_env_we_raise","tests.unit.backend.layers.utils","Thu Nov 21 19:51:18 GMT 2024","passed","Thu Nov 21 19:51:18 GMT 2024","TestSecretConfig","test_secret_config","",""
"","0","test__link__INVALID[raw_data-google.com]","tests.unit.backend.layers.common","Thu Nov 21 19:51:11 GMT 2024","passed","Thu Nov 21 19:51:11 GMT 2024","","test_validation","",""
"","17","test__set_collection_version_datasets_get_order_custom_sort__OK","tests.unit.backend.layers.api","Thu Nov 21 19:51:08 GMT 2024","passed","Thu Nov 21 19:51:08 GMT 2024","TestUpdateCollection","test_portal_api","",""
"
        `get_collections` with is_published=True should not return versions that were previously
        published but have a new version
        ","14","test_get_all_collections_published_does_not_retrieve_old_versions","tests.unit.backend.layers.business","Thu Nov 21 19:51:10 GMT 2024","passed","Thu Nov 21 19:51:10 GMT 2024","TestCollectionOperations","test_business","",""
"","1","test__marker_gene_calculation","tests.unit.backend.cellguide.pipeline","Thu Nov 21 19:50:59 GMT 2024","skipped","Thu Nov 21 19:50:59 GMT 2024","MarkerGeneCalculatorTests","test_computational_marker_genes","",""
"","3581","test_expression_summary_diffexp","tests.unit.wmg_processing","Thu Nov 21 19:52:03 GMT 2024","passed","Thu Nov 21 19:52:06 GMT 2024","ExpressionSummaryDiffexpTests","test_expression_summary_and_cell_counts_diffexp","",""
"","3","test__create_collection__no_auth","tests.unit.backend.layers.api","Thu Nov 21 19:51:04 GMT 2024","passed","Thu Nov 21 19:51:04 GMT 2024","TestPostCollection","test_curation_api","",""
"","24","test__create_h5ad_data_file__obs_and_var_index_names_specified_doesnt_exist_raises_exception","tests.unit.processing","Thu Nov 21 19:52:43 GMT 2024","passed","Thu Nov 21 19:52:43 GMT 2024","TestH5ADDataFile","test_h5ad_data_file","",""
"","5","test__update_collection_strip_string_fields__OK","tests.unit.backend.layers.api","Thu Nov 21 19:51:08 GMT 2024","passed","Thu Nov 21 19:51:08 GMT 2024","TestUpdateCollection","test_portal_api","",""
"
        An unpublished collection should not be obtained using get_collection
        Instead, `get_collection_version` should be used
        ","3","test_get_published_collection_version_for_published_collection_is_none","tests.unit.backend.layers.business","Thu Nov 21 19:51:09 GMT 2024","passed","Thu Nov 21 19:51:09 GMT 2024","TestGetCollectionVersion","test_business","",""
"Check datasets when one of the dataset has failed during the ingestion process.","0","test_check_datasets_fail_status","tests.unit.processing.schema_migration","Thu Nov 21 19:52:40 GMT 2024","passed","Thu Nov 21 19:52:40 GMT 2024","TestPublishRevisions","test_publish_revisions","",""
"","1","test_type_inference[parameters71]","tests.unit.processing","Thu Nov 21 19:53:32 GMT 2024","passed","Thu Nov 21 19:53:32 GMT 2024","","test_type_conversion_utils","",""
"
        Given a canonical collection with a published version and an unpublished version where is_auto_version is True,
        creating another unpublished collection version where is_auto_version is True will fail.
        ","12","test_create_collection_version_multiple_auto_versions_true_fails","tests.unit.backend.layers.business","Thu Nov 21 19:51:10 GMT 2024","passed","Thu Nov 21 19:51:10 GMT 2024","TestCollectionOperations","test_business","",""
"
        Returns correct dictionary with missing values if given XML tree with missing values
        ","0","test_parse_xml_tree_missing_values","tests.unit.backend.layers.api","Thu Nov 21 19:51:08 GMT 2024","passed","Thu Nov 21 19:51:08 GMT 2024","GeneInfoAPIv1Tests","test_gene_info","",""
"","1","test_estimate_resource_requirements_positive[adata1-memory_settings1-expected1]","tests.unit.processing","Thu Nov 21 19:53:29 GMT 2024","passed","Thu Nov 21 19:53:29 GMT 2024","","test_process_download","",""
"","4","test__get_key__404","tests.unit.backend.layers.auth","Thu Nov 21 19:51:09 GMT 2024","passed","Thu Nov 21 19:51:09 GMT 2024","TestKeys","test_auth_keys","",""
"","26","test__get_a_curators_collections","tests.unit.backend.layers.api","Thu Nov 21 19:51:04 GMT 2024","passed","Thu Nov 21 19:51:04 GMT 2024","TestGetCollections","test_curation_api","",""
"","4","test__generate_s3_credentials__Not_Owner","tests.unit.backend.layers.api","Thu Nov 21 19:51:04 GMT 2024","passed","Thu Nov 21 19:51:04 GMT 2024","TestS3Credentials","test_curation_api","",""
"","3","test__get_key__200","tests.unit.backend.layers.auth","Thu Nov 21 19:51:09 GMT 2024","passed","Thu Nov 21 19:51:09 GMT 2024","TestKeys","test_auth_keys","",""
"","4","test__post_collection_rejects_doi_not_in_crossref","tests.unit.backend.layers.api","Thu Nov 21 19:51:08 GMT 2024","passed","Thu Nov 21 19:51:08 GMT 2024","TestCollection","test_portal_api","",""
"
        ProcessDownloadValidate should:
        1. Download the h5ad artifact
        2. set validation status to VALID
        3. Set upload status to UPLOADED
        4. set h5ad status to UPLOADED
        5. upload the original file to S3
        6. upload the labeled file to S3
        ","7","test_process_download_validate_success","tests.unit.processing","Thu Nov 21 19:53:29 GMT 2024","passed","Thu Nov 21 19:53:29 GMT 2024","ProcessingTest","test_process_validate","",""
"","1","test_type_inference[parameters81]","tests.unit.processing","Thu Nov 21 19:53:32 GMT 2024","passed","Thu Nov 21 19:53:32 GMT 2024","","test_type_conversion_utils","",""
"
        When publishing a collection that contains a replaced dataset,
        `published_at` for the replaced dataset should not be updated
        ","16","test_dataset_published_at_with_replaced_dataset_ok","tests.unit.backend.layers.business","Thu Nov 21 19:51:10 GMT 2024","passed","Thu Nov 21 19:51:10 GMT 2024","TestCollectionOperations","test_business","",""
"","10","test__get_collection_with_dataset_failing_validation","tests.unit.backend.layers.api","Thu Nov 21 19:51:05 GMT 2024","passed","Thu Nov 21 19:51:05 GMT 2024","TestGetCollectionID","test_curation_api","",""
"","16","test__can_retrieve_created_collection","tests.unit.backend.layers.api","Thu Nov 21 19:51:08 GMT 2024","passed","Thu Nov 21 19:51:08 GMT 2024","TestCollection","test_portal_api","",""
"","2","test__missing_collection_id__raises_error","tests.unit.processing","Thu Nov 21 19:52:42 GMT 2024","passed","Thu Nov 21 19:52:42 GMT 2024","TestDatasetSubmissions","test_dataset_submissions","",""
"
    Test that the `rollup` function correctly accumulates (or rolls up) gene-expression
    values FOR EACH expressed gene and cell count values up the cell type ANCESTOR paths
    grouped by (tissue_ontology_term_id, cell_type_ontology_term_id, <compare_dimension>).

    The input:

    1. A cell type ontology subgraph consisting of 4 cell types.

    CL:0000127
    ├── CL:0000644
    ├── CL:0002605
    └── CL:0002627

    2. A gene expression dataframe consisting of expression numeric values for each
    (gene_ontology_term_id, tissue_ontology_term_id, cell_type_ontology_term_id, <compare_dimension>) tuple.
    3. The gene expression dataframe also holds total cell counts per tissue_ontology_term_id.
    This value is held in a column called `n_cells_tissue`.
    6. A cell counts dataframe that consists of cell counts for each
    (tissue_ontology_term_id, cell_type_ontology_term_id, <compare_dimension>) tuple.
    7. We set the `n_cells_tissue` column values to 1000 for all rows
    in the gene expression dataframe.
    8. We set all other numeric column values to `1` in the gene expression dataframe.

    The expected output:

    1. A rolled up gene expression dataframe.
    2. A rolled up cell counts dataframe.
    3. Assert that `n_cells_tissue` column value in the rolled up gene expression dataframe
    does not change for all rows because it should not be rolled up the cell type ontology
    ancestor paths.
    4. Assert that other numeric column values (i.e the columns that are not `n_cells_tissue`)
    in the rolled up gene expression dataframe hold the correct rolled up values.
    5. Assert that the cell counts in the rolled up cell counts dataframe hold the correct
    rolled up values.
    ","19","test__rollup[no_compare_dim_all_tissues_have_all_cell_types_except_root_cell_type-input_cell_counts_df5-expected_cell_counts_df5-input_gene_expr_df5-expected_gene_expr_df5]","tests.unit.backend.wmg.api.common","Thu Nov 21 19:50:47 GMT 2024","passed","Thu Nov 21 19:50:47 GMT 2024","","test_rollup","",""
"","1","test__object_deletion","tests.unit.backend.layers.thirdparty","Thu Nov 21 19:51:11 GMT 2024","passed","Thu Nov 21 19:51:11 GMT 2024","TestS3Provider","test_s3_provider","",""
"","5963","test__query_marker_genes_cube__returns_correct_top_10_markers","tests.unit.backend.wmg","Thu Nov 21 19:51:20 GMT 2024","passed","Thu Nov 21 19:51:26 GMT 2024","QueryTest","test_query","",""
"","17","test_update_cxg__with_spatial_deepzoom_assets","tests.unit.processing","Thu Nov 21 19:52:41 GMT 2024","passed","Thu Nov 21 19:52:41 GMT 2024","TestDatasetMetadataUpdaterWorker","test_dataset_metadata_update","",""
"
        When publishing an auto_version, do NOT cleanup dataset versions from an open revision
        ","18","test_publish_version_cleanup_with_auto_version","tests.unit.backend.layers.business","Thu Nov 21 19:51:10 GMT 2024","passed","Thu Nov 21 19:51:10 GMT 2024","TestCollectionOperations","test_business","",""
"","3","test_patch_private_collection_dataset_no_auth_401","tests.unit.backend.layers.api","Thu Nov 21 19:51:06 GMT 2024","passed","Thu Nov 21 19:51:06 GMT 2024","TestPatchDataset","test_curation_api","",""
"","2","test_migrate_published_collection","tests.unit.processing.schema_migration","Thu Nov 21 19:52:40 GMT 2024","passed","Thu Nov 21 19:52:40 GMT 2024","TestCollectionMigrate","test_collection_migrate","",""
"","0","test_invalid_email[email@place.]","tests.unit.backend.layers.common","Thu Nov 21 19:51:11 GMT 2024","passed","Thu Nov 21 19:51:11 GMT 2024","","test_validation","",""
"","1","test_type_inference[parameters32]","tests.unit.processing","Thu Nov 21 19:53:32 GMT 2024","passed","Thu Nov 21 19:53:32 GMT 2024","","test_type_conversion_utils","",""
"","1","test_type_inference[parameters82]","tests.unit.processing","Thu Nov 21 19:53:32 GMT 2024","passed","Thu Nov 21 19:53:32 GMT 2024","","test_type_conversion_utils","",""
"","11","test__set_collection_version_datasets_order_get_default_sort__OK","tests.unit.backend.layers.api","Thu Nov 21 19:51:08 GMT 2024","passed","Thu Nov 21 19:51:08 GMT 2024","TestUpdateCollection","test_portal_api","",""
"","7","test_delete_private_collection_version__ok","tests.unit.backend.layers.api","Thu Nov 21 19:51:08 GMT 2024","passed","Thu Nov 21 19:51:08 GMT 2024","TestCollectionDeletion","test_portal_api","",""
"
        The `collections/index` endpoint should only return public collections
        ","18","test__get_all_collections_for_index","tests.unit.backend.layers.api","Thu Nov 21 19:51:08 GMT 2024","passed","Thu Nov 21 19:51:08 GMT 2024","TestCollection","test_portal_api","",""
"
        A collection updated with a new DOI should get new publisher metadata from Crossref
        ","2","test_update_collection_change_doi","tests.unit.backend.layers.business","Thu Nov 21 19:51:09 GMT 2024","passed","Thu Nov 21 19:51:09 GMT 2024","TestUpdateCollection","test_business","",""
"","13","test__verify_expected_revision_collection_fields","tests.unit.backend.layers.api","Thu Nov 21 19:51:04 GMT 2024","passed","Thu Nov 21 19:51:04 GMT 2024","TestGetCollections","test_curation_api","",""
"
        `get_dataset_asset` should throw 500 if url or file_size aren't returned from the server
        ","5","test__get_dataset_asset__file_SERVER_ERROR","tests.unit.backend.layers.api","Thu Nov 21 19:51:08 GMT 2024","passed","Thu Nov 21 19:51:08 GMT 2024","TestDataset","test_portal_api","",""
"","2","test__query_missing_gene__request_returns_400","tests.unit.backend.wmg.api","Thu Nov 21 19:51:00 GMT 2024","passed","Thu Nov 21 19:51:00 GMT 2024","WmgApiV2Tests","test_v2","",""
"","34","test_value_of_unknown_secret_raises_exception","tests.unit.backend.layers.utils","Thu Nov 21 19:51:18 GMT 2024","passed","Thu Nov 21 19:51:18 GMT 2024","TestAwsSecret","test_aws_secret","",""
"","3","test__get_all_user_collections_for_index_requires_auth","tests.unit.backend.layers.api","Thu Nov 21 19:51:08 GMT 2024","passed","Thu Nov 21 19:51:08 GMT 2024","TestCollection","test_portal_api","",""
"","1","test_sanitize_api_query_dict[input_query1-expected_sanitized_query1]","tests.unit.backend.wmg.api.common","Thu Nov 21 19:50:47 GMT 2024","passed","Thu Nov 21 19:50:47 GMT 2024","","test_wmg_api_helpers","",""
"","0","test__link__INVALID[doi-https://]","tests.unit.backend.layers.common","Thu Nov 21 19:51:11 GMT 2024","passed","Thu Nov 21 19:51:11 GMT 2024","","test_validation","",""
"","381","test__query_all_indexed_dims_multi_valued__returns_correct_result","tests.unit.backend.wmg.api.common","Thu Nov 21 19:50:45 GMT 2024","passed","Thu Nov 21 19:50:46 GMT 2024","ExpressionDotPlotTest","test_expression_dotplot","",""
"","1","test__link__INVALID[other-google]","tests.unit.backend.layers.common","Thu Nov 21 19:51:11 GMT 2024","passed","Thu Nov 21 19:51:11 GMT 2024","","test_validation","",""
"","7","test__post_revision__no_auth","tests.unit.backend.layers.api","Thu Nov 21 19:51:07 GMT 2024","passed","Thu Nov 21 19:51:07 GMT 2024","TestPostRevision","test_curation_api","",""
"","14","test_get_wmg_snapshot_fullpath[/tmp]","tests.unit.backend.wmg.data","Thu Nov 21 19:51:02 GMT 2024","passed","Thu Nov 21 19:51:02 GMT 2024","","test_snapshot","",""
"","3","test__provider_parses_authors_and_dates_correctly","tests.unit.backend.common","Thu Nov 21 19:51:19 GMT 2024","passed","Thu Nov 21 19:51:19 GMT 2024","TestCrossrefProvider","test_crossref_provider","",""
"
        A published collection version can be obtained using `get_collection_version`
        ","8","test_get_collection_version_for_published_collection_ok","tests.unit.backend.layers.business","Thu Nov 21 19:51:09 GMT 2024","passed","Thu Nov 21 19:51:09 GMT 2024","TestGetCollectionVersion","test_business","",""
"
        The order of the datasets in a collection version is the default cell count, descending.
        ","7","test_set_collection_version_datasets_order_no_custom_order_ok","tests.unit.backend.layers.business","Thu Nov 21 19:51:10 GMT 2024","passed","Thu Nov 21 19:51:10 GMT 2024","TestSetCollectionVersionDatasetsOrder","test_business","",""
"","1","test_type_inference[parameters21]","tests.unit.processing","Thu Nov 21 19:53:32 GMT 2024","passed","Thu Nov 21 19:53:32 GMT 2024","","test_type_conversion_utils","",""
"","0","test__link__INVALID[data_source-google.com]","tests.unit.backend.layers.common","Thu Nov 21 19:51:11 GMT 2024","passed","Thu Nov 21 19:51:11 GMT 2024","","test_validation","",""
"","298","test__single_dimension__returns_all_dimension_and_terms","tests.unit.backend.wmg","Thu Nov 21 19:51:26 GMT 2024","passed","Thu Nov 21 19:51:26 GMT 2024","QueryPrimaryFilterDimensionsTest","test_query","",""
"","26","test__create_h5ad_data_file__no_copy_if_var_index_name_already_in_columns","tests.unit.processing","Thu Nov 21 19:52:43 GMT 2024","passed","Thu Nov 21 19:52:43 GMT 2024","TestH5ADDataFile","test_h5ad_data_file","",""
"","1","test_type_inference[parameters16]","tests.unit.processing","Thu Nov 21 19:53:32 GMT 2024","passed","Thu Nov 21 19:53:32 GMT 2024","","test_type_conversion_utils","",""
"","12","test_init_of_unknown_secret_does_not_set_secret_metadata","tests.unit.backend.layers.utils","Thu Nov 21 19:51:14 GMT 2024","passed","Thu Nov 21 19:51:14 GMT 2024","TestAwsSecret","test_aws_secret","",""
"","4","test_delete_collection__not_owner","tests.unit.backend.layers.api","Thu Nov 21 19:51:08 GMT 2024","passed","Thu Nov 21 19:51:08 GMT 2024","TestCollectionDeletion","test_portal_api","",""
"","0","test__link__OK[raw_data-https://www.google.com]","tests.unit.backend.layers.common","Thu Nov 21 19:51:11 GMT 2024","passed","Thu Nov 21 19:51:11 GMT 2024","","test_validation","",""
"
        A collection version can only be created on an existing collection
        ","1","test_create_collection_version_fails_if_collection_not_exists","tests.unit.backend.layers.business","Thu Nov 21 19:51:10 GMT 2024","passed","Thu Nov 21 19:51:10 GMT 2024","TestCollectionOperations","test_business","",""
"","8","test__post_revision_by_collection_version_id_403","tests.unit.backend.layers.api","Thu Nov 21 19:51:07 GMT 2024","passed","Thu Nov 21 19:51:07 GMT 2024","TestPostRevision","test_curation_api","",""
"
        Calling PUT /datasets/:dataset_id should fail with 401 Unauthorized if the user is not authenticated
        ","6","test__from_link__no_auth","tests.unit.backend.layers.api","Thu Nov 21 19:51:07 GMT 2024","passed","Thu Nov 21 19:51:07 GMT 2024","TestPutLink","test_curation_api","",""
"
    Test the cropping method to ensure the image is cropped to a square
    ","0","test__crop_to_aspect_ratio[23-11]","tests.unit.processing","Thu Nov 21 19:53:31 GMT 2024","passed","Thu Nov 21 19:53:31 GMT 2024","","test_spatial_assets_utils","",""
"
        If published filter flag is False, only unpublished collections should be returned
        ","35","test_get_all_collections_unpublished_ok","tests.unit.backend.layers.business","Thu Nov 21 19:51:09 GMT 2024","passed","Thu Nov 21 19:51:09 GMT 2024","TestGetAllCollections","test_business","",""
"","4","test__oversized__413","tests.unit.backend.layers.api","Thu Nov 21 19:51:09 GMT 2024","passed","Thu Nov 21 19:51:09 GMT 2024","TestCollectionPostUploadLink","test_portal_api","",""
"
        A collection with a DOI that cannot be found on Crossref will not be created
        ","0","test_create_collection_with_not_found_doi_fail","tests.unit.backend.layers.business","Thu Nov 21 19:51:09 GMT 2024","passed","Thu Nov 21 19:51:09 GMT 2024","TestCreateCollection","test_business","",""
