
[                                        ] | 0% Completed | 1.29 ms
[#####################################   ] | 94% Completed | 5.38 s
[######################################  ] | 96% Completed | 5.48 s
[####################################### ] | 98% Completed | 5.58 s
[########################################] | 100% Completed | 5.68 s

[                                        ] | 0% Completed | 261.20 us
[                                        ] | 2% Completed | 105.64 ms
[#                                       ] | 4% Completed | 207.76 ms
[##                                      ] | 6% Completed | 308.90 ms
[###                                     ] | 9% Completed | 409.16 ms
[####                                    ] | 11% Completed | 512.78 ms
[#####                                   ] | 13% Completed | 614.44 ms
[######                                  ] | 16% Completed | 715.33 ms
[#######                                 ] | 19% Completed | 815.58 ms
[########                                ] | 21% Completed | 919.49 ms
[#########                               ] | 24% Completed | 1.02 s
[###########                             ] | 27% Completed | 1.12 s
[###########                             ] | 29% Completed | 1.22 s
[#############                           ] | 32% Completed | 1.32 s
[#############                           ] | 34% Completed | 1.42 s
[##############                          ] | 36% Completed | 1.52 s
[################                        ] | 40% Completed | 1.62 s
[################                        ] | 42% Completed | 1.73 s
[##################                      ] | 45% Completed | 1.83 s
[##################                      ] | 47% Completed | 1.93 s
[####################                    ] | 50% Completed | 2.03 s
[####################                    ] | 52% Completed | 2.13 s
[######################                  ] | 55% Completed | 2.23 s
[######################                  ] | 57% Completed | 2.33 s
[########################                ] | 60% Completed | 2.44 s
[#########################               ] | 62% Completed | 2.54 s
[##########################              ] | 65% Completed | 2.64 s
[##########################              ] | 67% Completed | 2.74 s
[###########################             ] | 69% Completed | 2.84 s
[############################            ] | 71% Completed | 2.94 s
[#############################           ] | 74% Completed | 3.04 s
[##############################          ] | 76% Completed | 3.15 s
[###############################         ] | 79% Completed | 3.25 s
[################################        ] | 82% Completed | 3.35 s
[#################################       ] | 84% Completed | 3.45 s
[##################################      ] | 86% Completed | 3.56 s
[###################################     ] | 88% Completed | 3.66 s
[####################################    ] | 91% Completed | 3.76 s
[#####################################   ] | 94% Completed | 3.87 s
[######################################  ] | 97% Completed | 3.97 s
[####################################### ] | 99% Completed | 4.07 s
[########################################] | 100% Completed | 4.17 s
