"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test__link__OK[doi-http://somewhere.org/path/?abcd=123]","tests.unit.backend.layers.common","Tue Apr 29 16:01:18 GMT 2025","passed","Tue Apr 29 16:01:18 GMT 2025","","test_validation","",""
"","1","test_type_inference[parameters34]","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_type_conversion_utils","",""
"A cellxgene public dataset url cannot be used to create a new canonical dataset.","8","test_ingest_published_anndata_dataset_in_new_dataset__not_allowed","tests.unit.backend.layers.business","Tue Apr 29 16:01:17 GMT 2025","passed","Tue Apr 29 16:01:17 GMT 2025","TestUpdateCollectionDatasets","test_business","",""
"","0","test__link__OK[protocol-http://somewhere.org/path/?abcd=123]","tests.unit.backend.layers.common","Tue Apr 29 16:01:18 GMT 2025","passed","Tue Apr 29 16:01:18 GMT 2025","","test_validation","",""
"","7","test__update_collection_strip_string_fields","tests.unit.backend.layers.api","Tue Apr 29 16:01:11 GMT 2025","passed","Tue Apr 29 16:01:11 GMT 2025","TestPatchCollectionID","test_curation_api","",""
"","402","test__query_non_indexed_dim_multi_valued__returns_correct_result","tests.unit.backend.wmg.api.common","Tue Apr 29 16:01:08 GMT 2025","passed","Tue Apr 29 16:01:08 GMT 2025","ExpressionDotPlotTest","test_expression_dotplot","",""
"","0","test_type_inference[parameters61]","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_type_conversion_utils","",""
"","8","test_from_uri","tests.unit.backend.layers.utils","Tue Apr 29 16:01:26 GMT 2025","passed","Tue Apr 29 16:01:26 GMT 2025","TestRegisteredSources","test_uri","",""
"","7","test__update_collection_partial_data__OK","tests.unit.backend.layers.api","Tue Apr 29 16:01:11 GMT 2025","passed","Tue Apr 29 16:01:11 GMT 2025","TestPatchCollectionID","test_curation_api","",""
"
        All dataset that belong to a published collection can be retrieved with `get_all_mapped_datasets`
        ","11","test_get_all_datasets_ok","tests.unit.backend.layers.business","Tue Apr 29 16:01:17 GMT 2025","passed","Tue Apr 29 16:01:17 GMT 2025","TestGetDataset","test_business","",""
"
        A collection can be created with a valid DOI, and the publisher metadata will be added
        to the collection
        ","1","test_create_collection_with_valid_doi_ok","tests.unit.backend.layers.business","Tue Apr 29 16:01:16 GMT 2025","passed","Tue Apr 29 16:01:16 GMT 2025","TestCreateCollection","test_business","",""
"","11","test__set_collection_version_datasets_order__OK","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:15 GMT 2025","TestUpdateCollection","test_portal_api","",""
"New messages are appended to the existing ones","3","test_update_dataset_status_validate_message_with_appending","tests.unit.backend.layers.business","Tue Apr 29 16:01:17 GMT 2025","passed","Tue Apr 29 16:01:17 GMT 2025","TestUpdateDataset","test_business","",""
"
        An empty dataset can be added to a collection when `create_empty_dataset` is called.
        The resulting dataset should be empty and in a state ready for processing.
        ","1","test_add_empty_dataset_ok","tests.unit.backend.layers.business","Tue Apr 29 16:01:16 GMT 2025","passed","Tue Apr 29 16:01:16 GMT 2025","TestUpdateCollectionDatasets","test_business","",""
"","1","test_delete_artifacts_with_rdev_prefix","tests.unit.backend.layers.business","Tue Apr 29 16:01:17 GMT 2025","passed","Tue Apr 29 16:01:17 GMT 2025","TestDeleteDataset","test_business","",""
"","180","test_delete_from_s3_deletes_all_files","tests.unit.backend.layers.utils","Tue Apr 29 16:01:18 GMT 2025","passed","Tue Apr 29 16:01:19 GMT 2025","TestDeleteManyFromS3","test_aws","",""
"","20","test_get_dataset_in_a_tombstoned_collection_410","tests.unit.backend.layers.api","Tue Apr 29 16:01:12 GMT 2025","passed","Tue Apr 29 16:01:12 GMT 2025","TestGetDatasets","test_curation_api","",""
"","43","test_when_item_is_not_in_config_but_is_in_env_and_use_env_is_not_set_we_raise","tests.unit.backend.layers.utils","Tue Apr 29 16:01:25 GMT 2025","passed","Tue Apr 29 16:01:26 GMT 2025","TestSecretConfig","test_secret_config","",""
"
        Tests that the path we use for writing the snapshot is the versioned path.

        NOTE: Ideally, we would want this to be a true test of the cube pipeline that actually runs the pipeline,
        mocks the S3 upload, and then verifies that the API reads are pulling from the correct mocked S3 files.
        This way, we're testing the high-level functionality of the cube pipeline and the API calls directly.
        Since our testing infra doesn't currently support S3 mocks well, the past of least resistance is to test
        the lower level functions that WMG uses to figure out where to write and read snapshots from.
        ","0","test_versioned_s3_paths","tests.unit.wmg_processing","Tue Apr 29 16:01:43 GMT 2025","passed","Tue Apr 29 16:01:43 GMT 2025","TestCubePipe","test_cube_pipeline","",""
"","5","test__post_collection_fails_with_extra_fields","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:15 GMT 2025","TestCollection","test_portal_api","",""
"
        Calling PUT /datasets/:dataset_id should succeed if a valid link is uploaded by the owner of the collection or
        a super curator
        ","45","test__new_from_link__OK","tests.unit.backend.layers.api","Tue Apr 29 16:01:14 GMT 2025","passed","Tue Apr 29 16:01:14 GMT 2025","TestPutLink","test_curation_api","",""
"","1","test_illegal_characters","tests.unit.backend.layers.utils","Tue Apr 29 16:01:25 GMT 2025","passed","Tue Apr 29 16:01:25 GMT 2025","TestCustomJSONEncoder","test_json","",""
"","1","test__is_matrix_sparse__zero_and_one_hundred_percent_threshold","tests.unit.processing","Tue Apr 29 16:03:39 GMT 2025","passed","Tue Apr 29 16:03:39 GMT 2025","TestMatrixUtils","test_matrix_utils","",""
"","10","test__collection_level_processing_status__PENDING","tests.unit.backend.layers.api","Tue Apr 29 16:01:11 GMT 2025","passed","Tue Apr 29 16:01:11 GMT 2025","TestGetCollections","test_curation_api","",""
"","14","test__verify_expected_revision_collection_fields","tests.unit.backend.layers.api","Tue Apr 29 16:01:11 GMT 2025","passed","Tue Apr 29 16:01:11 GMT 2025","TestGetCollections","test_curation_api","",""
"","11","test__dataset_meta__ok","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:15 GMT 2025","TestDataset","test_portal_api","",""
"
        Given a canonical dataset id, return all its DatasetVersions that have been part of published CollectionVersions
        ","41","test_get_prior_published_versions_for_dataset","tests.unit.backend.layers.business","Tue Apr 29 16:01:17 GMT 2025","passed","Tue Apr 29 16:01:17 GMT 2025","TestGetDataset","test_business","",""
"Verify the test collection exists and the expected fields exist.","28","test__get_collection_id__ok","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:15 GMT 2025","TestCollection","test_portal_api","",""
"","4","test__create_collection__OK","tests.unit.backend.layers.api","Tue Apr 29 16:01:11 GMT 2025","passed","Tue Apr 29 16:01:11 GMT 2025","TestPostCollection","test_curation_api","",""
"","127","test__to_cxg__simple_anndata_with_different_var_index_than_h5ad","tests.unit.processing","Tue Apr 29 16:03:39 GMT 2025","passed","Tue Apr 29 16:03:39 GMT 2025","TestH5ADDataFile","test_h5ad_data_file","",""
"The 'revising_in' attribute is equal to the id of the revision Collection","14","test__get_collections_with_auth__OK_3","tests.unit.backend.layers.api","Tue Apr 29 16:01:11 GMT 2025","passed","Tue Apr 29 16:01:11 GMT 2025","TestGetCollections","test_curation_api","",""
"","4","test_view_non_owned_private_collection__ok","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:15 GMT 2025","TestCollectionsCurators","test_portal_api","",""
"
        A collection version can be deleted using `delete_collection_version`
        ","17","test_delete_collection_version_ok","tests.unit.backend.layers.business","Tue Apr 29 16:01:17 GMT 2025","passed","Tue Apr 29 16:01:18 GMT 2025","TestCollectionOperations","test_business","",""
"","1","test_type_inference[parameters66]","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_type_conversion_utils","",""
"
        Adding a dataset artifact with an unsupported type should fail
        ","3","test_add_dataset_artifact_wrong_type_fail","tests.unit.backend.layers.business","Tue Apr 29 16:01:17 GMT 2025","passed","Tue Apr 29 16:01:17 GMT 2025","TestUpdateDataset","test_business","",""
"","1","test_parse_event_with_empty_event","tests.unit.processing","Tue Apr 29 16:03:39 GMT 2025","passed","Tue Apr 29 16:03:39 GMT 2025","","test_handle_error","",""
"","31","test_init_of_existing_secret_retrieves_secret_metadata","tests.unit.backend.layers.utils","Tue Apr 29 16:01:21 GMT 2025","passed","Tue Apr 29 16:01:21 GMT 2025","TestAwsSecret","test_aws_secret","",""
"","6","test__update_collection__OK","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:15 GMT 2025","TestUpdateCollection","test_portal_api","",""
"","18","test_update_cxg__with_spatial_deepzoom_assets","tests.unit.processing","Tue Apr 29 16:03:36 GMT 2025","passed","Tue Apr 29 16:03:36 GMT 2025","TestDatasetMetadataUpdaterWorker","test_dataset_metadata_update","",""
"","17","test__update_revision_dataset__ok","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:15 GMT 2025","TestDataset","test_portal_api","",""
"","9","test_patch_private_collection_dataset_owner_202","tests.unit.backend.layers.api","Tue Apr 29 16:01:12 GMT 2025","passed","Tue Apr 29 16:01:12 GMT 2025","TestPatchDataset","test_curation_api","",""
"","0","test_type_inference[parameters50]","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_type_conversion_utils","",""
"
        Updating a collection version that is published should fail
        ","9","test_update_published_collection_fail","tests.unit.backend.layers.business","Tue Apr 29 16:01:16 GMT 2025","passed","Tue Apr 29 16:01:16 GMT 2025","TestUpdateCollection","test_business","",""
"
        A collection where a link isn't a http URI cannot be created
        ","1","test_create_collection_with_bad_links_fail","tests.unit.backend.layers.business","Tue Apr 29 16:01:16 GMT 2025","passed","Tue Apr 29 16:01:16 GMT 2025","TestCreateCollection","test_business","",""
"","2","test_create_migration_revision__published_no_revision","tests.unit.processing.schema_migration","Tue Apr 29 16:03:35 GMT 2025","passed","Tue Apr 29 16:03:35 GMT 2025","TestCollectionMigrate","test_collection_migrate","",""
"","1","test_with_migration_revision","tests.unit.processing.schema_migration","Tue Apr 29 16:03:35 GMT 2025","passed","Tue Apr 29 16:03:35 GMT 2025","TestGatherCollections","test_gather_collections","",""
"","4","test_private_with_no_previous_version","tests.unit.backend.layers.business","Tue Apr 29 16:01:18 GMT 2025","passed","Tue Apr 29 16:01:18 GMT 2025","TestSetPreviousDatasetVersion","test_business","",""
"","4","test__update_collection__OK","tests.unit.backend.layers.api","Tue Apr 29 16:01:11 GMT 2025","passed","Tue Apr 29 16:01:11 GMT 2025","TestPatchCollectionID","test_curation_api","",""
"","14","test__get_only_private_collections_with_auth__OK","tests.unit.backend.layers.api","Tue Apr 29 16:01:11 GMT 2025","passed","Tue Apr 29 16:01:11 GMT 2025","TestGetCollections","test_curation_api","",""
"","75","test__delete_tombstone_collection","tests.unit.backend.layers.api","Tue Apr 29 16:01:10 GMT 2025","passed","Tue Apr 29 16:01:11 GMT 2025","TestDeleteCollection","test_curation_api","",""
"
        GET collection should work when the collection has datasets with no metadata.
        This happens when the dataset did not complete ingestion yet.
        ","7","test_get_collection_with_dataset_no_metadata","tests.unit.backend.layers.api","Tue Apr 29 16:01:11 GMT 2025","passed","Tue Apr 29 16:01:11 GMT 2025","TestGetCollectionID","test_curation_api","",""
"Positive test case for run method.","1","test_run_pos","tests.unit.processing.schema_migration","Tue Apr 29 16:03:35 GMT 2025","passed","Tue Apr 29 16:03:35 GMT 2025","TestPublishRevisions","test_publish_revisions","",""
"
        POST /datasets returns the canonical dataset id on creation.
        ","4","test_post_datasets_returns_canonical_id","tests.unit.backend.layers.api","Tue Apr 29 16:01:14 GMT 2025","passed","Tue Apr 29 16:01:14 GMT 2025","TestPostDataset","test_curation_api","",""
"
        Successfully calls NCBIProvider fetch and search functions with both ID and name params
        ","3","test_gene_info_with_id_and_name","tests.unit.backend.layers.api","Tue Apr 29 16:01:14 GMT 2025","passed","Tue Apr 29 16:01:14 GMT 2025","GeneInfoAPIv1Tests","test_gene_info","",""
"","10","test__update_private_collection_dataset_collection_published__403","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:15 GMT 2025","TestDataset","test_portal_api","",""
"","4","test_delete_dataset_versions","tests.unit.backend.layers.business","Tue Apr 29 16:01:17 GMT 2025","passed","Tue Apr 29 16:01:17 GMT 2025","TestDeleteDataset","test_business","",""
"","1","test_type_inference[parameters86]","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_type_conversion_utils","",""
"","1","test_type_inference[parameters16]","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_type_conversion_utils","",""
"","6","test__get_manifest_by_dataset_version_id_fails","tests.unit.backend.layers.api","Tue Apr 29 16:01:13 GMT 2025","passed","Tue Apr 29 16:01:13 GMT 2025","TestGetDatasetManifest","test_curation_api","",""
"","1","test_type_inference[parameters69]","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_type_conversion_utils","",""
"
        Calling Put /datasets/:dataset_id with a bad published anndata link should fail with 400
        ","6","test_with_bad_already_ingested_anndata__400","tests.unit.backend.layers.api","Tue Apr 29 16:01:14 GMT 2025","passed","Tue Apr 29 16:01:14 GMT 2025","TestPutLink","test_curation_api","",""
"","10","test_revision_with_no_previous_version","tests.unit.backend.layers.business","Tue Apr 29 16:01:18 GMT 2025","passed","Tue Apr 29 16:01:18 GMT 2025","TestSetPreviousDatasetVersion","test_business","",""
"","5","test__update_collection_new_doi_updates_metadata","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:15 GMT 2025","TestUpdateCollection","test_portal_api","",""
"","12","test__set_collection_version_datasets_order_get_default_sort__OK","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:15 GMT 2025","TestUpdateCollection","test_portal_api","",""
"","0","test__prerelease_release_version__returns_true","tests.unit.backend.layers.utils","Tue Apr 29 16:01:26 GMT 2025","passed","Tue Apr 29 16:01:26 GMT 2025","TestSemvarUtils","test_semvar_utils","",""
"","41","test__get_collection__ok","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:15 GMT 2025","TestCollection","test_portal_api","",""
"","157","test__to_cxg__simple_anndata_with_corpora_and_sparse","tests.unit.processing","Tue Apr 29 16:03:39 GMT 2025","passed","Tue Apr 29 16:03:39 GMT 2025","TestH5ADDataFile","test_h5ad_data_file","",""
"","1","test_type_inference[parameters65]","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_type_conversion_utils","",""
"","1309","test__pipeline_fails_if_census_schema_version_unsupported","tests.unit.wmg_processing","Tue Apr 29 16:01:42 GMT 2025","passed","Tue Apr 29 16:01:43 GMT 2025","TestCubePipe","test_cube_pipeline","",""
"","45","test__convert_matrices_to_cxg_arrays__sparse_array_only_store_nonzeros","tests.unit.processing","Tue Apr 29 16:03:36 GMT 2025","passed","Tue Apr 29 16:03:36 GMT 2025","TestCxgGenerationUtils","test_cxg_generation_utils","",""
"","18","test__list_collection__check_owner__auth","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:15 GMT 2025","TestCollection","test_portal_api","",""
"","9","test_patch_private_collection_dataset_super_202","tests.unit.backend.layers.api","Tue Apr 29 16:01:12 GMT 2025","passed","Tue Apr 29 16:01:12 GMT 2025","TestPatchDataset","test_curation_api","",""
"","157","test__to_cxg__simple_anndata_no_corpora_and_sparse","tests.unit.processing","Tue Apr 29 16:03:38 GMT 2025","passed","Tue Apr 29 16:03:38 GMT 2025","TestH5ADDataFile","test_h5ad_data_file","",""
"","42","test_when_item_is_not_in_config_but_is_in_env_and_use_env_is_set_we_use_env","tests.unit.backend.layers.utils","Tue Apr 29 16:01:26 GMT 2025","passed","Tue Apr 29 16:01:26 GMT 2025","TestSecretConfig","test_secret_config","",""
"","4","test__remove_collection_consortia","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:15 GMT 2025","TestUpdateCollection","test_portal_api","",""
"","3","test_exception_handle_catches_errors","tests.unit.wmg_processing","Tue Apr 29 16:01:43 GMT 2025","passed","Tue Apr 29 16:01:43 GMT 2025","TestCubePipe","test_cube_pipeline","",""
"","382","test__query_request_multi_primary_dims_only_with_compare__returns_200_and_correct_response","tests.unit.backend.wmg.api","Tue Apr 29 16:01:35 GMT 2025","passed","Tue Apr 29 16:01:36 GMT 2025","WmgApiV2Tests","test_v2","",""
"","1","test_type_inference[parameters29]","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_type_conversion_utils","",""
"","1","test_delete_skipped[DatasetConversionStatus.SKIPPED]","tests.unit.processing","Tue Apr 29 16:03:39 GMT 2025","passed","Tue Apr 29 16:03:39 GMT 2025","TestDeleteAtacFragmentFiles","test_handle_error","",""
"","17","test__update_collection_links__OK","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:15 GMT 2025","TestUpdateCollection","test_portal_api","",""
"","5","test__get_dataset_asset__OK","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:15 GMT 2025","TestDataset","test_portal_api","",""
"","0","test_rollback__unsupported_rollback_type","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_rollback","",""
"
        Test fetching index of most recently published collection versions with datasets matching a given
        CxG schema version
        ","38","test_get_latest_published_collection_versions_by_schema","tests.unit.backend.layers.business","Tue Apr 29 16:01:18 GMT 2025","passed","Tue Apr 29 16:01:18 GMT 2025","TestGetEntitiesBySchema","test_business","",""
"A cellxgene public dataset url used for reingesting an h5ad must be an h5ad","10","test_reingest_published_atac_dataset__not_atac","tests.unit.backend.layers.business","Tue Apr 29 16:01:17 GMT 2025","passed","Tue Apr 29 16:01:17 GMT 2025","TestUpdateCollectionDatasets","test_business","",""
"","0","test_filter_issues_with_blocking_issues","tests.unit.scripts","Tue Apr 29 16:01:08 GMT 2025","passed","Tue Apr 29 16:01:08 GMT 2025","TestFilterIssues","test_zenhub_close","",""
"","1","test_type_inference[parameters26]","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_type_conversion_utils","",""
"","1","test_type_inference[parameters19]","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_type_conversion_utils","",""
"","0","test_type_inference[parameters6]","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_type_conversion_utils","",""
"","1","test_type_inference[parameters91]","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","","test_type_conversion_utils","",""
"","0","test_invalid_email[email@place.]","tests.unit.backend.layers.common","Tue Apr 29 16:01:18 GMT 2025","passed","Tue Apr 29 16:01:18 GMT 2025","","test_validation","",""
"","6","test__post_collection_returns_id_on_success","tests.unit.backend.layers.api","Tue Apr 29 16:01:15 GMT 2025","passed","Tue Apr 29 16:01:15 GMT 2025","TestCollection","test_portal_api","",""
"","0","test__get_schema_type_hint_from_dtype","tests.unit.processing","Tue Apr 29 16:03:47 GMT 2025","passed","Tue Apr 29 16:03:47 GMT 2025","TestTypeConversionUtils","test_type_conversion_utils","",""
"","1","test_get_failure_slack_notification_message_with_dataset_and_collection","tests.unit.processing","Tue Apr 29 16:03:39 GMT 2025","passed","Tue Apr 29 16:03:39 GMT 2025","","test_handle_error","",""
