
[                                        ] | 0% Completed | 3.82 ms
[                                        ] | 0% Completed | 1.50 s
[                                        ] | 0% Completed | 1.61 s
[                                        ] | 0% Completed | 1.72 s
[                                        ] | 0% Completed | 1.83 s
[########################################] | 100% Completed | 1.94 s

[                                        ] | 0% Completed | 186.61 us
[                                        ] | 0% Completed | 118.68 ms
[                                        ] | 0% Completed | 662.78 ms
[                                        ] | 0% Completed | 973.57 ms
[                                        ] | 0% Completed | 1.20 s
[                                        ] | 1% Completed | 1.47 s
[                                        ] | 1% Completed | 1.65 s
[#                                       ] | 4% Completed | 1.81 s
[#                                       ] | 4% Completed | 1.98 s
[#                                       ] | 4% Completed | 2.75 s
[#                                       ] | 4% Completed | 2.95 s
[##                                      ] | 7% Completed | 3.12 s
[##                                      ] | 7% Completed | 3.41 s
[##                                      ] | 7% Completed | 3.53 s
[##                                      ] | 7% Completed | 3.65 s
[###                                     ] | 8% Completed | 3.76 s
[###                                     ] | 8% Completed | 3.91 s
[###                                     ] | 9% Completed | 4.31 s
[###                                     ] | 9% Completed | 4.63 s
[#####                                   ] | 12% Completed | 4.97 s
[#####                                   ] | 12% Completed | 5.28 s
[#####                                   ] | 12% Completed | 5.63 s
[######                                  ] | 15% Completed | 5.84 s
[######                                  ] | 16% Completed | 6.27 s
[######                                  ] | 16% Completed | 6.62 s
[#######                                 ] | 19% Completed | 6.78 s
[#######                                 ] | 19% Completed | 6.91 s
[#######                                 ] | 19% Completed | 7.10 s
[#######                                 ] | 19% Completed | 7.41 s
[#######                                 ] | 19% Completed | 7.86 s
[#######                                 ] | 19% Completed | 8.01 s
[#######                                 ] | 19% Completed | 8.22 s
[#########                               ] | 22% Completed | 8.44 s
[#########                               ] | 23% Completed | 8.56 s
[#########                               ] | 23% Completed | 8.67 s
[##########                              ] | 25% Completed | 9.06 s
[##########                              ] | 25% Completed | 9.37 s
[##########                              ] | 25% Completed | 9.65 s
[##########                              ] | 25% Completed | 9.76 s
[###########                             ] | 28% Completed | 10.09 s
[###########                             ] | 28% Completed | 10.48 s
[###########                             ] | 28% Completed | 10.61 s
[###########                             ] | 29% Completed | 10.72 s
[###########                             ] | 29% Completed | 11.03 s
[###########                             ] | 29% Completed | 11.27 s
[############                            ] | 32% Completed | 11.55 s
[#############                           ] | 33% Completed | 11.76 s
[#############                           ] | 33% Completed | 11.87 s
[#############                           ] | 33% Completed | 12.24 s
[#############                           ] | 33% Completed | 12.38 s
[##############                          ] | 35% Completed | 13.11 s
[##############                          ] | 35% Completed | 13.22 s
[###############                         ] | 38% Completed | 13.70 s
[###############                         ] | 38% Completed | 13.91 s
[###############                         ] | 38% Completed | 14.09 s
[################                        ] | 40% Completed | 14.45 s
[################                        ] | 40% Completed | 14.56 s
[################                        ] | 40% Completed | 14.73 s
[################                        ] | 42% Completed | 14.96 s
[################                        ] | 42% Completed | 15.47 s
[################                        ] | 42% Completed | 15.67 s
[################                        ] | 42% Completed | 15.79 s
[##################                      ] | 45% Completed | 15.93 s
[##################                      ] | 45% Completed | 16.13 s
[##################                      ] | 46% Completed | 16.25 s
[###################                     ] | 47% Completed | 16.82 s
[###################                     ] | 47% Completed | 17.81 s
[###################                     ] | 49% Completed | 17.95 s
[#####################                   ] | 53% Completed | 18.77 s
[#####################                   ] | 53% Completed | 18.97 s
[#####################                   ] | 53% Completed | 19.19 s
[#####################                   ] | 54% Completed | 19.36 s
[#####################                   ] | 54% Completed | 19.47 s
[######################                  ] | 56% Completed | 19.74 s
[######################                  ] | 56% Completed | 19.87 s
[######################                  ] | 56% Completed | 20.07 s
[#######################                 ] | 59% Completed | 20.20 s
[#######################                 ] | 59% Completed | 20.54 s
[#######################                 ] | 59% Completed | 20.82 s
[#######################                 ] | 59% Completed | 21.01 s
[########################                ] | 61% Completed | 21.47 s
[########################                ] | 61% Completed | 21.65 s
[########################                ] | 61% Completed | 21.77 s
[########################                ] | 61% Completed | 21.97 s
[########################                ] | 61% Completed | 22.09 s
[########################                ] | 61% Completed | 22.28 s
[##########################              ] | 66% Completed | 22.45 s
[##########################              ] | 66% Completed | 22.76 s
[##########################              ] | 66% Completed | 23.37 s
[##########################              ] | 66% Completed | 23.56 s
[##########################              ] | 66% Completed | 23.84 s
[###########################             ] | 69% Completed | 23.97 s
[###########################             ] | 69% Completed | 24.08 s
[############################            ] | 71% Completed | 24.35 s
[############################            ] | 71% Completed | 24.82 s
[############################            ] | 71% Completed | 25.42 s
[############################            ] | 71% Completed | 25.53 s
[#############################           ] | 74% Completed | 26.03 s
[#############################           ] | 74% Completed | 26.20 s
[#############################           ] | 74% Completed | 26.52 s
[##############################          ] | 76% Completed | 26.67 s
[###############################         ] | 78% Completed | 26.99 s
[###############################         ] | 78% Completed | 27.32 s
[###############################         ] | 78% Completed | 27.65 s
[################################        ] | 80% Completed | 27.80 s
[################################        ] | 80% Completed | 28.24 s
[################################        ] | 81% Completed | 28.35 s
[################################        ] | 81% Completed | 28.60 s
[#################################       ] | 84% Completed | 29.14 s
[#################################       ] | 84% Completed | 29.35 s
[#################################       ] | 84% Completed | 29.48 s
[##################################      ] | 85% Completed | 30.18 s
[###################################     ] | 88% Completed | 30.31 s
[###################################     ] | 88% Completed | 30.61 s
[###################################     ] | 88% Completed | 30.74 s
[####################################    ] | 90% Completed | 31.39 s
[####################################    ] | 90% Completed | 31.58 s
[####################################    ] | 90% Completed | 31.76 s
[#####################################   ] | 92% Completed | 32.15 s
[#####################################   ] | 94% Completed | 32.28 s
[######################################  ] | 95% Completed | 32.84 s
[######################################  ] | 95% Completed | 33.00 s
[######################################  ] | 95% Completed | 33.18 s
[####################################### ] | 98% Completed | 33.32 s
[########################################] | 100% Completed | 33.42 s

[                                        ] | 0% Completed | 138.59 us
[                                        ] | 0% Completed | 1.16 s
[                                        ] | 0% Completed | 1.35 s
[                                        ] | 0% Completed | 1.46 s
[                                        ] | 0% Completed | 1.57 s
[                                        ] | 0% Completed | 1.69 s
[########################################] | 100% Completed | 1.79 s
