"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test__validate_with_invalid_s3_uri__returns_none","tests.unit.backend.layers.utils","Fri Nov 15 18:23:06 GMT 2024","passed","Fri Nov 15 18:23:06 GMT 2024","TestS3URI","test_uri","",""
"
        Test restoring a previous version of a collection
        ","16","test__restore_previous_collection_version","tests.unit.backend.layers.business","Fri Nov 15 18:22:58 GMT 2024","passed","Fri Nov 15 18:22:58 GMT 2024","TestCollectionUtilities","test_business","",""
"","1","test_type_inference[parameters69]","tests.unit.processing","Fri Nov 15 18:24:53 GMT 2024","passed","Fri Nov 15 18:24:53 GMT 2024","","test_type_conversion_utils","",""
"","25","test__create_h5ad_data_file__copies_index_of_obs_and_var_to_column","tests.unit.processing","Fri Nov 15 18:24:07 GMT 2024","passed","Fri Nov 15 18:24:07 GMT 2024","TestH5ADDataFile","test_h5ad_data_file","",""
"","2","test__object_deletion","tests.unit.backend.layers.thirdparty","Fri Nov 15 18:22:58 GMT 2024","passed","Fri Nov 15 18:22:58 GMT 2024","TestS3Provider","test_s3_provider","",""
"","3","test__link_no_auth__401","tests.unit.backend.layers.api","Fri Nov 15 18:22:56 GMT 2024","passed","Fri Nov 15 18:22:56 GMT 2024","TestCollectionPostUploadLink","test_portal_api","",""
"","27","test_get_tombstoned_dataset_in_a_collection_410","tests.unit.backend.layers.api","Fri Nov 15 18:22:53 GMT 2024","passed","Fri Nov 15 18:22:53 GMT 2024","TestGetDatasets","test_curation_api","",""
"","876","test_extract_metadata","tests.unit.processing","Fri Nov 15 18:24:06 GMT 2024","passed","Fri Nov 15 18:24:07 GMT 2024","TestProcessingValidate","test_extract_metadata","",""
"","2","test_dataset_migrate_revision","tests.unit.processing.schema_migration","Fri Nov 15 18:24:04 GMT 2024","passed","Fri Nov 15 18:24:04 GMT 2024","TestDatasetMigrate","test_dataset_migrate","",""
"","1","test__provider_calls_crossref_if_api_key_defined","tests.unit.backend.common","Fri Nov 15 18:23:06 GMT 2024","passed","Fri Nov 15 18:23:06 GMT 2024","TestCrossrefProvider","test_crossref_provider","",""
"","2","test_has_valid_artifact_statuses_0","tests.unit.processing","Fri Nov 15 18:24:06 GMT 2024","passed","Fri Nov 15 18:24:06 GMT 2024","TestValidArtifactStatuses","test_dataset_metadata_update","",""
"","1","test__link__INVALID[doi-https://]","tests.unit.backend.layers.common","Fri Nov 15 18:22:58 GMT 2024","passed","Fri Nov 15 18:22:58 GMT 2024","","test_validation","",""
"
    Test that the `rollup` function correctly accumulates (or rolls up) gene-expression
    values FOR EACH expressed gene and cell count values up the cell type ANCESTOR paths
    grouped by (tissue_ontology_term_id, cell_type_ontology_term_id, <compare_dimension>).

    The input:

    1. A cell type ontology subgraph consisting of 4 cell types.

    CL:0000127
    ├── CL:0000644
    ├── CL:0002605
    └── CL:0002627

    2. A gene expression dataframe consisting of expression numeric values for each
    (gene_ontology_term_id, tissue_ontology_term_id, cell_type_ontology_term_id, <compare_dimension>) tuple.
    3. The gene expression dataframe also holds total cell counts per tissue_ontology_term_id.
    This value is held in a column called `n_cells_tissue`.
    6. A cell counts dataframe that consists of cell counts for each
    (tissue_ontology_term_id, cell_type_ontology_term_id, <compare_dimension>) tuple.
    7. We set the `n_cells_tissue` column values to 1000 for all rows
    in the gene expression dataframe.
    8. We set all other numeric column values to `1` in the gene expression dataframe.

    The expected output:

    1. A rolled up gene expression dataframe.
    2. A rolled up cell counts dataframe.
    3. Assert that `n_cells_tissue` column value in the rolled up gene expression dataframe
    does not change for all rows because it should not be rolled up the cell type ontology
    ancestor paths.
    4. Assert that other numeric column values (i.e the columns that are not `n_cells_tissue`)
    in the rolled up gene expression dataframe hold the correct rolled up values.
    5. Assert that the cell counts in the rolled up cell counts dataframe hold the correct
    rolled up values.
    ","20","test__rollup[no_compare_dim_all_tissues_have_all_cell_types_except_root_cell_type-input_cell_counts_df5-expected_cell_counts_df5-input_gene_expr_df5-expected_gene_expr_df5]","tests.unit.backend.wmg.api.common","Fri Nov 15 18:22:56 GMT 2024","passed","Fri Nov 15 18:22:56 GMT 2024","","test_rollup","",""
"","3364","test_expression_summary_diffexp","tests.unit.wmg_processing","Fri Nov 15 18:24:22 GMT 2024","passed","Fri Nov 15 18:24:25 GMT 2024","ExpressionSummaryDiffexpTests","test_expression_summary_and_cell_counts_diffexp","",""
"","0","test__link__OK[protocol-http://somewhere.org/path/?abcd=123]","tests.unit.backend.layers.common","Fri Nov 15 18:22:58 GMT 2024","passed","Fri Nov 15 18:22:58 GMT 2024","","test_validation","",""
"","4","test__get_dataset_asset__OK","tests.unit.backend.layers.api","Fri Nov 15 18:22:56 GMT 2024","passed","Fri Nov 15 18:22:56 GMT 2024","TestDataset","test_portal_api","",""
"","361","test__query_non_indexed_dim_multi_valued__returns_correct_result","tests.unit.backend.wmg.api.common","Fri Nov 15 18:22:55 GMT 2024","passed","Fri Nov 15 18:22:55 GMT 2024","ExpressionDotPlotTest","test_expression_dotplot","",""
"","11","test__post_revision__Super_Curator","tests.unit.backend.layers.api","Fri Nov 15 18:22:54 GMT 2024","passed","Fri Nov 15 18:22:54 GMT 2024","TestPostRevision","test_curation_api","",""
"","5","test__get_dataset_assets","tests.unit.backend.layers.api","Fri Nov 15 18:22:56 GMT 2024","passed","Fri Nov 15 18:22:56 GMT 2024","TestDataset","test_portal_api","",""
"","16","test__list_collection__check_owner__no_auth","tests.unit.backend.layers.api","Fri Nov 15 18:22:55 GMT 2024","passed","Fri Nov 15 18:22:55 GMT 2024","TestCollection","test_portal_api","",""
"","0","test__sizeof_formatted__converts_to_gb","tests.unit.backend.layers.utils","Fri Nov 15 18:23:05 GMT 2024","passed","Fri Nov 15 18:23:05 GMT 2024","TestMathUtils","test_math_utils","",""
"","1","test_estimate_resource_requirements_positive[adata3-memory_settings3-expected3]","tests.unit.processing","Fri Nov 15 18:24:50 GMT 2024","passed","Fri Nov 15 18:24:50 GMT 2024","","test_process_download","",""
"","46","test_get_collection_version_4xx","tests.unit.backend.layers.api","Fri Nov 15 18:22:52 GMT 2024","passed","Fri Nov 15 18:22:52 GMT 2024","TestGetCollectionVersionID","test_curation_api","",""
"","10","test_link_public_collection__403","tests.unit.backend.layers.api","Fri Nov 15 18:22:56 GMT 2024","passed","Fri Nov 15 18:22:56 GMT 2024","TestCollectionPostUploadLink","test_portal_api","",""
"","65292","test__differentialExpression_returns_expected_results","tests.unit.backend.de.api","Fri Nov 15 18:22:58 GMT 2024","passed","Fri Nov 15 18:24:03 GMT 2024","DeAPIV1Tests","test_v1","",""
"","0","test_type_inference[parameters53]","tests.unit.processing","Fri Nov 15 18:24:53 GMT 2024","passed","Fri Nov 15 18:24:53 GMT 2024","","test_type_conversion_utils","",""
"","1","test_close_ready_for_prod_with_blocked_issues","tests.unit.scripts","Fri Nov 15 18:22:52 GMT 2024","passed","Fri Nov 15 18:22:52 GMT 2024","TestCloseReadyForProd","test_zenhub_close","",""
"","9","test_post_datasets_not_owner_403","tests.unit.backend.layers.api","Fri Nov 15 18:22:54 GMT 2024","passed","Fri Nov 15 18:22:54 GMT 2024","TestPostDataset","test_curation_api","",""
"","21","test_get_dataset_in_a_tombstoned_collection_410","tests.unit.backend.layers.api","Fri Nov 15 18:22:53 GMT 2024","passed","Fri Nov 15 18:22:53 GMT 2024","TestGetDatasets","test_curation_api","",""
"","1","test_type_inference[parameters83]","tests.unit.processing","Fri Nov 15 18:24:53 GMT 2024","passed","Fri Nov 15 18:24:53 GMT 2024","","test_type_conversion_utils","",""
"","1","test_type_inference[parameters37]","tests.unit.processing","Fri Nov 15 18:24:53 GMT 2024","passed","Fri Nov 15 18:24:53 GMT 2024","","test_type_conversion_utils","",""
"","5815","test__markers_returns_200_and_empty_dictionary_for_bad_celltypes","tests.unit.backend.wmg.api","Fri Nov 15 18:23:02 GMT 2024","passed","Fri Nov 15 18:23:08 GMT 2024","WmgApiV2Tests","test_v2","",""
"","6","test__update_collection_partial_data__OK","tests.unit.backend.layers.api","Fri Nov 15 18:22:52 GMT 2024","passed","Fri Nov 15 18:22:52 GMT 2024","TestPatchCollectionID","test_curation_api","",""
"
        Given a canonical collection with a published version and an unpublished version with is_auto_version == True,
        creating another unpublished collection version where is_auto_verison is False will fail.
        ","12","test_create_collection_version_multiple_auto_versions_fails","tests.unit.backend.layers.business","Fri Nov 15 18:22:57 GMT 2024","passed","Fri Nov 15 18:22:57 GMT 2024","TestCollectionOperations","test_business","",""
"If this fails then the server does not work","5","test__api_index__returns_200","tests.unit.backend.layers.api","Fri Nov 15 18:22:51 GMT 2024","passed","Fri Nov 15 18:22:51 GMT 2024","TestAPI","test_app","",""
"
        Asserts an CrossrefParseException if the GET request succeeds but cannot be parsed
        ","2","test__provider_throws_exception_if_request_cannot_be_parsed","tests.unit.backend.common","Fri Nov 15 18:23:06 GMT 2024","passed","Fri Nov 15 18:23:06 GMT 2024","TestCrossrefProvider","test_crossref_provider","",""
"","4","test__update_collection__OK","tests.unit.backend.layers.api","Fri Nov 15 18:22:52 GMT 2024","passed","Fri Nov 15 18:22:52 GMT 2024","TestPatchCollectionID","test_curation_api","",""
"","0","test_type_inference[parameters34]","tests.unit.processing","Fri Nov 15 18:24:53 GMT 2024","passed","Fri Nov 15 18:24:53 GMT 2024","","test_type_conversion_utils","",""
"","10","test__collection_level_processing_status__FAILURE","tests.unit.backend.layers.api","Fri Nov 15 18:22:52 GMT 2024","passed","Fri Nov 15 18:22:52 GMT 2024","TestGetCollections","test_curation_api","",""
"
        Calling `get_dataset_artifact_download_data` should yield downloadable data
        ","6","test_get_dataset_artifact_download_data_ok","tests.unit.backend.layers.business","Fri Nov 15 18:22:57 GMT 2024","passed","Fri Nov 15 18:22:57 GMT 2024","TestGetDataset","test_business","",""
"","7","test__post_revision_by_collection_version_id_403","tests.unit.backend.layers.api","Fri Nov 15 18:22:54 GMT 2024","passed","Fri Nov 15 18:22:54 GMT 2024","TestPostRevision","test_curation_api","",""
"","0","test_type_inference[parameters73]","tests.unit.processing","Fri Nov 15 18:24:53 GMT 2024","passed","Fri Nov 15 18:24:53 GMT 2024","","test_type_conversion_utils","",""
"","3","test_post_datasets_with_collection_201","tests.unit.backend.layers.api","Fri Nov 15 18:22:54 GMT 2024","passed","Fri Nov 15 18:22:54 GMT 2024","TestPostDataset","test_curation_api","",""
"","17","test__list_collection__check_owner__auth","tests.unit.backend.layers.api","Fri Nov 15 18:22:55 GMT 2024","passed","Fri Nov 15 18:22:55 GMT 2024","TestCollection","test_portal_api","",""
"","0","test__is_matrix_sparse__partially_populated_dense_matrix_returns_false","tests.unit.processing","Fri Nov 15 18:24:50 GMT 2024","passed","Fri Nov 15 18:24:50 GMT 2024","TestMatrixUtils","test_matrix_utils","",""
"","0","test_type_inference[parameters105]","tests.unit.processing","Fri Nov 15 18:24:53 GMT 2024","passed","Fri Nov 15 18:24:53 GMT 2024","","test_type_conversion_utils","",""
"","3","test__list_collection_options__no_allow","tests.unit.backend.layers.api","Fri Nov 15 18:22:55 GMT 2024","passed","Fri Nov 15 18:22:55 GMT 2024","TestCollection","test_portal_api","",""
"","13","test__update_revision__OK","tests.unit.backend.layers.api","Fri Nov 15 18:22:52 GMT 2024","passed","Fri Nov 15 18:22:53 GMT 2024","TestPatchCollectionID","test_curation_api","",""
"cannot reupload a public published dataset","8","test__reupload_public_dataset__403","tests.unit.backend.layers.api","Fri Nov 15 18:22:56 GMT 2024","passed","Fri Nov 15 18:22:56 GMT 2024","TestCollectionPutUploadLink","test_portal_api","",""
"
        The dataset metadata can be set using `set_dataset_metadata`
        ","4","test_set_dataset_metadata_ok","tests.unit.backend.layers.business","Fri Nov 15 18:22:57 GMT 2024","passed","Fri Nov 15 18:22:57 GMT 2024","TestUpdateDataset","test_business","",""
"
        `get_collection_version_from_canonical` retrieves the active published version connected
        to the canonical collection, when available
        ","10","test_get_collection_version_from_canonical_published_ok","tests.unit.backend.layers.business","Fri Nov 15 18:22:57 GMT 2024","passed","Fri Nov 15 18:22:57 GMT 2024","TestCollectionOperations","test_business","",""
"","0","test_parse_event_without_error_cause","tests.unit.processing","Fri Nov 15 18:24:08 GMT 2024","passed","Fri Nov 15 18:24:08 GMT 2024","","test_handle_error","",""
"","7","test__set_collection_version_datasets_order_invalid_collection__403","tests.unit.backend.layers.api","Fri Nov 15 18:22:55 GMT 2024","passed","Fri Nov 15 18:22:55 GMT 2024","TestUpdateCollection","test_portal_api","",""
"","1","test_type_inference[parameters17]","tests.unit.processing","Fri Nov 15 18:24:53 GMT 2024","passed","Fri Nov 15 18:24:53 GMT 2024","","test_type_conversion_utils","",""
"","8","test__update_private_collection_dataset_invalid_processing_status__405","tests.unit.backend.layers.api","Fri Nov 15 18:22:56 GMT 2024","passed","Fri Nov 15 18:22:56 GMT 2024","TestDataset","test_portal_api","",""
"","10","test_update_metadata__rds_skipped","tests.unit.processing","Fri Nov 15 18:24:06 GMT 2024","passed","Fri Nov 15 18:24:06 GMT 2024","TestUpdateMetadataHandler","test_dataset_metadata_update","",""
"","1","test__link__INVALID[other-google]","tests.unit.backend.layers.common","Fri Nov 15 18:22:58 GMT 2024","passed","Fri Nov 15 18:22:58 GMT 2024","","test_validation","",""
"","1","test_type_inference[parameters91]","tests.unit.processing","Fri Nov 15 18:24:53 GMT 2024","passed","Fri Nov 15 18:24:53 GMT 2024","","test_type_conversion_utils","",""
"
        POST /datasets returns the canonical dataset id on creation.
        ","4","test_post_datasets_returns_canonical_id","tests.unit.backend.layers.api","Fri Nov 15 18:22:54 GMT 2024","passed","Fri Nov 15 18:22:54 GMT 2024","TestPostDataset","test_curation_api","",""
"","10","test__set_collection_version_datasets_order_published_collection__403","tests.unit.backend.layers.api","Fri Nov 15 18:22:55 GMT 2024","passed","Fri Nov 15 18:22:55 GMT 2024","TestUpdateCollection","test_portal_api","",""
"revision_of contains the id to their published counterpart","12","test__get_collections_with_auth__OK_4","tests.unit.backend.layers.api","Fri Nov 15 18:22:52 GMT 2024","passed","Fri Nov 15 18:22:52 GMT 2024","TestGetCollections","test_curation_api","",""
"","3","test_get_private_datasets_400","tests.unit.backend.layers.api","Fri Nov 15 18:22:53 GMT 2024","passed","Fri Nov 15 18:22:53 GMT 2024","TestGetDatasets","test_curation_api","",""
"","19","test_update_cxg","tests.unit.processing","Fri Nov 15 18:24:06 GMT 2024","passed","Fri Nov 15 18:24:06 GMT 2024","TestDatasetMetadataUpdaterWorker","test_dataset_metadata_update","",""
"","9","test__get_collection_with_dataset_failing_pipeline","tests.unit.backend.layers.api","Fri Nov 15 18:22:52 GMT 2024","passed","Fri Nov 15 18:22:52 GMT 2024","TestGetCollectionID","test_curation_api","",""
"
        Trying to publish a dataset belonging to a different collection raises a 404
        ","5","test__dataset_not_in_collection__404","tests.unit.backend.layers.api","Fri Nov 15 18:22:56 GMT 2024","passed","Fri Nov 15 18:22:56 GMT 2024","TestCollectionPutUploadLink","test_portal_api","",""
"","0","test_remove_duplicate_dataset_assets","tests.unit.backend.common","Fri Nov 15 18:23:06 GMT 2024","passed","Fri Nov 15 18:23:06 GMT 2024","","test_common","",""
"","3","test__generate_s3_credentials__No_Auth","tests.unit.backend.layers.api","Fri Nov 15 18:22:52 GMT 2024","passed","Fri Nov 15 18:22:52 GMT 2024","TestS3Credentials","test_curation_api","",""
"","5","test__update_collection__OK","tests.unit.backend.layers.api","Fri Nov 15 18:22:55 GMT 2024","passed","Fri Nov 15 18:22:55 GMT 2024","TestUpdateCollection","test_portal_api","",""
"","0","test_type_inference[parameters68]","tests.unit.processing","Fri Nov 15 18:24:53 GMT 2024","passed","Fri Nov 15 18:24:53 GMT 2024","","test_type_conversion_utils","",""
"
        When there is a revision of a published collection, GET /collections/:collection_id retrieves:
        1. the published version given the canonical collection_id
        2. the revision if given the version_id
        ","17","test__get_collection_id_retrieves_published_version_by_collection_id_if_revision","tests.unit.backend.layers.api","Fri Nov 15 18:22:55 GMT 2024","passed","Fri Nov 15 18:22:55 GMT 2024","TestCollection","test_portal_api","",""
"
        The dataset validation message can be updated using `update_dataset_status`
        ","3","test_update_dataset_status_validation_message_ok","tests.unit.backend.layers.business","Fri Nov 15 18:22:57 GMT 2024","passed","Fri Nov 15 18:22:57 GMT 2024","TestUpdateDataset","test_business","",""
"","0","test__link__INVALID[protocol-.com]","tests.unit.backend.layers.common","Fri Nov 15 18:22:58 GMT 2024","passed","Fri Nov 15 18:22:58 GMT 2024","","test_validation","",""
"","4","test_exception_handle_catches_errors","tests.unit.wmg_processing","Fri Nov 15 18:23:04 GMT 2024","passed","Fri Nov 15 18:23:04 GMT 2024","TestCubePipe","test_cube_pipeline","",""
"","112","test__to_cxg__simple_anndata_with_corpora_and_dense_using_feature_name_var_index","tests.unit.processing","Fri Nov 15 18:24:07 GMT 2024","passed","Fri Nov 15 18:24:07 GMT 2024","TestH5ADDataFile","test_h5ad_data_file","",""
"
        When publishing a revision - and there is a change in DOI - collection and artifacts should be updated.
        ","15","test_publish_revision_changed_doi_collection_updated_ok","tests.unit.backend.layers.business","Fri Nov 15 18:22:57 GMT 2024","passed","Fri Nov 15 18:22:57 GMT 2024","TestCollectionOperations","test_business","",""
"","12","test_delete_of_unknown_secret_raises_exception","tests.unit.backend.layers.utils","Fri Nov 15 18:23:01 GMT 2024","passed","Fri Nov 15 18:23:01 GMT 2024","TestAwsSecret","test_aws_secret","",""
"","0","test__link__INVALID[doi-google]","tests.unit.backend.layers.common","Fri Nov 15 18:22:58 GMT 2024","passed","Fri Nov 15 18:22:58 GMT 2024","","test_validation","",""
"","0","test_type_inference[parameters12]","tests.unit.processing","Fri Nov 15 18:24:53 GMT 2024","passed","Fri Nov 15 18:24:53 GMT 2024","","test_type_conversion_utils","",""
"","1","test_type_inference[parameters92]","tests.unit.processing","Fri Nov 15 18:24:53 GMT 2024","passed","Fri Nov 15 18:24:53 GMT 2024","","test_type_conversion_utils","",""
"","7","test_rollback_private_collection_list","tests.unit.processing","Fri Nov 15 18:24:53 GMT 2024","passed","Fri Nov 15 18:24:53 GMT 2024","","test_rollback","",""
